date,year,month,month_name,category,turnover_m,r12m_turnover,r12m_prior,yoy_growth_pct
1992-09-01,1992,9,Sep,"Clothing, footwear and personal accessory retailing",668.4,8736.0,8290.2,5.4
1992-10-01,1992,10,Oct,"Clothing, footwear and personal accessory retailing",747.9,8730.9,8360.4,4.4
1992-11-01,1992,11,Nov,"Clothing, footwear and personal accessory retailing",734.0,8724.2,8378.800000000001,4.1
1992-12-01,1992,12,Dec,"Clothing, footwear and personal accessory retailing",1060.3,8738.0,8439.5,3.5
1993-01-01,1993,1,Jan,"Clothing, footwear and personal accessory retailing",663.8,8706.5,8499.1,2.4
1993-02-01,1993,2,Feb,"Clothing, footwear and personal accessory retailing",568.3,8663.4,8559.0,1.2
1993-03-01,1993,3,Mar,"Clothing, footwear and personal accessory retailing",634.5,8652.4,8601.5,0.6
1993-04-01,1993,4,Apr,"Clothing, footwear and personal accessory retailing",668.0,8598.8,8636.8,-0.4
1993-05-01,1993,5,May,"Clothing, footwear and personal accessory retailing",723.0,8552.6,8670.9,-1.4
1993-06-01,1993,6,Jun,"Clothing, footwear and personal accessory retailing",711.5,8543.1,8740.300000000001,-2.3
1993-07-01,1993,7,Jul,"Clothing, footwear and personal accessory retailing",702.8,8516.3,8747.199999999999,-2.6
1993-08-01,1993,8,Aug,"Clothing, footwear and personal accessory retailing",639.9,8522.4,8716.2,-2.2
1993-09-01,1993,9,Sep,"Clothing, footwear and personal accessory retailing",678.3,8532.3,8736.0,-2.3
1993-10-01,1993,10,Oct,"Clothing, footwear and personal accessory retailing",703.9,8488.3,8730.9,-2.8
1993-11-01,1993,11,Nov,"Clothing, footwear and personal accessory retailing",746.5,8500.8,8724.2,-2.6
1993-12-01,1993,12,Dec,"Clothing, footwear and personal accessory retailing",1089.7,8530.2,8738.0,-2.4
1994-01-01,1994,1,Jan,"Clothing, footwear and personal accessory retailing",665.3,8531.699999999999,8706.5,-2.0
1994-02-01,1994,2,Feb,"Clothing, footwear and personal accessory retailing",579.3,8542.7,8663.4,-1.4
1994-03-01,1994,3,Mar,"Clothing, footwear and personal accessory retailing",685.9,8594.1,8652.4,-0.7
1994-04-01,1994,4,Apr,"Clothing, footwear and personal accessory retailing",709.4,8635.5,8598.8,0.4
1994-05-01,1994,5,May,"Clothing, footwear and personal accessory retailing",731.6,8644.1,8552.6,1.1
1994-06-01,1994,6,Jun,"Clothing, footwear and personal accessory retailing",695.9,8628.5,8543.1,1.0
1994-07-01,1994,7,Jul,"Clothing, footwear and personal accessory retailing",682.5,8608.2,8516.3,1.1
1994-08-01,1994,8,Aug,"Clothing, footwear and personal accessory retailing",677.3,8645.599999999999,8522.4,1.4
1994-09-01,1994,9,Sep,"Clothing, footwear and personal accessory retailing",722.3,8689.6,8532.3,1.8
1994-10-01,1994,10,Oct,"Clothing, footwear and personal accessory retailing",748.2,8733.9,8488.3,2.9
1994-11-01,1994,11,Nov,"Clothing, footwear and personal accessory retailing",773.9,8761.3,8500.8,3.1
1994-12-01,1994,12,Dec,"Clothing, footwear and personal accessory retailing",1092.1,8763.7,8530.2,2.7
1995-01-01,1995,1,Jan,"Clothing, footwear and personal accessory retailing",703.5,8801.9,8531.699999999999,3.2
1995-02-01,1995,2,Feb,"Clothing, footwear and personal accessory retailing",615.7,8838.300000000001,8542.7,3.5
1995-03-01,1995,3,Mar,"Clothing, footwear and personal accessory retailing",702.4,8854.8,8594.1,3.0
1995-04-01,1995,4,Apr,"Clothing, footwear and personal accessory retailing",755.9,8901.3,8635.5,3.1
1995-05-01,1995,5,May,"Clothing, footwear and personal accessory retailing",766.0,8935.7,8644.1,3.4
1995-06-01,1995,6,Jun,"Clothing, footwear and personal accessory retailing",761.4,9001.2,8628.5,4.3
1995-07-01,1995,7,Jul,"Clothing, footwear and personal accessory retailing",726.7,9045.4,8608.2,5.1
1995-08-01,1995,8,Aug,"Clothing, footwear and personal accessory retailing",727.6,9095.699999999999,8645.599999999999,5.2
1995-09-01,1995,9,Sep,"Clothing, footwear and personal accessory retailing",751.6,9125.0,8689.6,5.0
1995-10-01,1995,10,Oct,"Clothing, footwear and personal accessory retailing",769.4,9146.199999999999,8733.9,4.7
1995-11-01,1995,11,Nov,"Clothing, footwear and personal accessory retailing",813.6,9185.9,8761.3,4.8
1995-12-01,1995,12,Dec,"Clothing, footwear and personal accessory retailing",1156.5,9250.3,8763.7,5.6
1996-01-01,1996,1,Jan,"Clothing, footwear and personal accessory retailing",754.8,9301.6,8801.9,5.7
1996-02-01,1996,2,Feb,"Clothing, footwear and personal accessory retailing",662.9,9348.8,8838.300000000001,5.8
1996-03-01,1996,3,Mar,"Clothing, footwear and personal accessory retailing",717.6,9364.0,8854.8,5.8
1996-04-01,1996,4,Apr,"Clothing, footwear and personal accessory retailing",758.2,9366.3,8901.3,5.2
1996-05-01,1996,5,May,"Clothing, footwear and personal accessory retailing",807.1,9407.4,8935.7,5.3
1996-06-01,1996,6,Jun,"Clothing, footwear and personal accessory retailing",755.8,9401.800000000001,9001.2,4.5
1996-07-01,1996,7,Jul,"Clothing, footwear and personal accessory retailing",777.9,9453.0,9045.4,4.5
1996-08-01,1996,8,Aug,"Clothing, footwear and personal accessory retailing",746.1,9471.5,9095.699999999999,4.1
1996-09-01,1996,9,Sep,"Clothing, footwear and personal accessory retailing",739.9,9459.800000000001,9125.0,3.7
1996-10-01,1996,10,Oct,"Clothing, footwear and personal accessory retailing",806.1,9496.5,9146.199999999999,3.8
1996-11-01,1996,11,Nov,"Clothing, footwear and personal accessory retailing",808.0,9490.900000000001,9185.9,3.3
1996-12-01,1996,12,Dec,"Clothing, footwear and personal accessory retailing",1148.8,9483.2,9250.3,2.5
1997-01-01,1997,1,Jan,"Clothing, footwear and personal accessory retailing",777.1,9505.5,9301.6,2.2
1997-02-01,1997,2,Feb,"Clothing, footwear and personal accessory retailing",639.8,9482.4,9348.8,1.4
1997-03-01,1997,3,Mar,"Clothing, footwear and personal accessory retailing",700.9,9465.699999999999,9364.0,1.1
1997-04-01,1997,4,Apr,"Clothing, footwear and personal accessory retailing",775.5,9483.0,9366.3,1.2
1997-05-01,1997,5,May,"Clothing, footwear and personal accessory retailing",845.3,9521.2,9407.4,1.2
1997-06-01,1997,6,Jun,"Clothing, footwear and personal accessory retailing",749.4,9514.8,9401.800000000001,1.2
1997-07-01,1997,7,Jul,"Clothing, footwear and personal accessory retailing",791.7,9528.6,9453.0,0.8
1997-08-01,1997,8,Aug,"Clothing, footwear and personal accessory retailing",740.1,9522.599999999999,9471.5,0.5
1997-09-01,1997,9,Sep,"Clothing, footwear and personal accessory retailing",777.5,9560.199999999999,9459.800000000001,1.1
1997-10-01,1997,10,Oct,"Clothing, footwear and personal accessory retailing",841.7,9595.8,9496.5,1.0
1997-11-01,1997,11,Nov,"Clothing, footwear and personal accessory retailing",863.6,9651.4,9490.900000000001,1.7
1997-12-01,1997,12,Dec,"Clothing, footwear and personal accessory retailing",1231.1,9733.7,9483.2,2.6
1998-01-01,1998,1,Jan,"Clothing, footwear and personal accessory retailing",803.2,9759.8,9505.5,2.7
1998-02-01,1998,2,Feb,"Clothing, footwear and personal accessory retailing",681.0,9801.0,9482.4,3.4
1998-03-01,1998,3,Mar,"Clothing, footwear and personal accessory retailing",749.7,9849.800000000001,9465.699999999999,4.1
1998-04-01,1998,4,Apr,"Clothing, footwear and personal accessory retailing",829.8,9904.1,9483.0,4.4
1998-05-01,1998,5,May,"Clothing, footwear and personal accessory retailing",894.0,9952.8,9521.2,4.5
1998-06-01,1998,6,Jun,"Clothing, footwear and personal accessory retailing",835.0,10038.4,9514.8,5.5
1998-07-01,1998,7,Jul,"Clothing, footwear and personal accessory retailing",888.2,10134.9,9528.6,6.4
1998-08-01,1998,8,Aug,"Clothing, footwear and personal accessory retailing",822.5,10217.300000000001,9522.599999999999,7.3
1998-09-01,1998,9,Sep,"Clothing, footwear and personal accessory retailing",869.3,10309.1,9560.199999999999,7.8
1998-10-01,1998,10,Oct,"Clothing, footwear and personal accessory retailing",928.8,10396.2,9595.8,8.3
1998-11-01,1998,11,Nov,"Clothing, footwear and personal accessory retailing",925.5,10458.099999999999,9651.4,8.4
1998-12-01,1998,12,Dec,"Clothing, footwear and personal accessory retailing",1348.5,10575.5,9733.7,8.6
1999-01-01,1999,1,Jan,"Clothing, footwear and personal accessory retailing",866.6,10638.9,9759.8,9.0
1999-02-01,1999,2,Feb,"Clothing, footwear and personal accessory retailing",736.7,10694.6,9801.0,9.1
1999-03-01,1999,3,Mar,"Clothing, footwear and personal accessory retailing",864.4,10809.3,9849.800000000001,9.7
1999-04-01,1999,4,Apr,"Clothing, footwear and personal accessory retailing",930.6,10910.1,9904.1,10.2
1999-05-01,1999,5,May,"Clothing, footwear and personal accessory retailing",937.0,10953.1,9952.8,10.1
1999-06-01,1999,6,Jun,"Clothing, footwear and personal accessory retailing",915.5,11033.6,10038.4,9.9
1999-07-01,1999,7,Jul,"Clothing, footwear and personal accessory retailing",913.3,11058.699999999999,10134.9,9.1
1999-08-01,1999,8,Aug,"Clothing, footwear and personal accessory retailing",888.6,11124.8,10217.300000000001,8.9
1999-09-01,1999,9,Sep,"Clothing, footwear and personal accessory retailing",939.6,11195.1,10309.1,8.6
1999-10-01,1999,10,Oct,"Clothing, footwear and personal accessory retailing",982.2,11248.5,10396.2,8.2
1999-11-01,1999,11,Nov,"Clothing, footwear and personal accessory retailing",1022.2,11345.199999999999,10458.099999999999,8.5
1999-12-01,1999,12,Dec,"Clothing, footwear and personal accessory retailing",1471.2,11467.900000000001,10575.5,8.4
2000-01-01,2000,1,Jan,"Clothing, footwear and personal accessory retailing",903.4,11504.7,10638.9,8.1
2000-02-01,2000,2,Feb,"Clothing, footwear and personal accessory retailing",764.5,11532.5,10694.6,7.8
2000-03-01,2000,3,Mar,"Clothing, footwear and personal accessory retailing",877.4,11545.5,10809.3,6.8
2000-04-01,2000,4,Apr,"Clothing, footwear and personal accessory retailing",905.7,11520.6,10910.1,5.6
2000-05-01,2000,5,May,"Clothing, footwear and personal accessory retailing",995.2,11578.8,10953.1,5.7
2000-06-01,2000,6,Jun,"Clothing, footwear and personal accessory retailing",1103.9,11767.2,11033.6,6.6
2000-07-01,2000,7,Jul,"Clothing, footwear and personal accessory retailing",808.6,11662.5,11058.699999999999,5.5
2000-08-01,2000,8,Aug,"Clothing, footwear and personal accessory retailing",853.0,11626.9,11124.8,4.5
2000-09-01,2000,9,Sep,"Clothing, footwear and personal accessory retailing",986.4,11673.7,11195.1,4.3
2000-10-01,2000,10,Oct,"Clothing, footwear and personal accessory retailing",957.7,11649.199999999999,11248.5,3.6
2000-11-01,2000,11,Nov,"Clothing, footwear and personal accessory retailing",1022.4,11649.4,11345.199999999999,2.7
2000-12-01,2000,12,Dec,"Clothing, footwear and personal accessory retailing",1499.7,11677.9,11467.900000000001,1.8
2001-01-01,2001,1,Jan,"Clothing, footwear and personal accessory retailing",945.7,11720.2,11504.7,1.9
2001-02-01,2001,2,Feb,"Clothing, footwear and personal accessory retailing",800.3,11756.0,11532.5,1.9
2001-03-01,2001,3,Mar,"Clothing, footwear and personal accessory retailing",945.4,11824.0,11545.5,2.4
2001-04-01,2001,4,Apr,"Clothing, footwear and personal accessory retailing",989.6,11907.9,11520.6,3.4
2001-05-01,2001,5,May,"Clothing, footwear and personal accessory retailing",1056.3,11969.0,11578.8,3.4
2001-06-01,2001,6,Jun,"Clothing, footwear and personal accessory retailing",989.3,11854.4,11767.2,0.7
2001-07-01,2001,7,Jul,"Clothing, footwear and personal accessory retailing",976.7,12022.5,11662.5,3.1
2001-08-01,2001,8,Aug,"Clothing, footwear and personal accessory retailing",947.1,12116.6,11626.9,4.2
2001-09-01,2001,9,Sep,"Clothing, footwear and personal accessory retailing",985.1,12115.3,11673.7,3.8
2001-10-01,2001,10,Oct,"Clothing, footwear and personal accessory retailing",1079.5,12237.1,11649.199999999999,5.0
2001-11-01,2001,11,Nov,"Clothing, footwear and personal accessory retailing",1128.2,12342.900000000001,11649.4,6.0
2001-12-01,2001,12,Dec,"Clothing, footwear and personal accessory retailing",1616.1,12459.3,11677.9,6.7
2002-01-01,2002,1,Jan,"Clothing, footwear and personal accessory retailing",1072.6,12586.199999999999,11720.2,7.4
2002-02-01,2002,2,Feb,"Clothing, footwear and personal accessory retailing",895.5,12681.4,11756.0,7.9
2002-03-01,2002,3,Mar,"Clothing, footwear and personal accessory retailing",1016.1,12752.1,11824.0,7.8
2002-04-01,2002,4,Apr,"Clothing, footwear and personal accessory retailing",1058.2,12820.7,11907.9,7.7
2002-05-01,2002,5,May,"Clothing, footwear and personal accessory retailing",1139.2,12903.6,11969.0,7.8
2002-06-01,2002,6,Jun,"Clothing, footwear and personal accessory retailing",1029.5,12943.8,11854.4,9.2
2002-07-01,2002,7,Jul,"Clothing, footwear and personal accessory retailing",1033.3,13000.400000000001,12022.5,8.1
2002-08-01,2002,8,Aug,"Clothing, footwear and personal accessory retailing",1050.6,13103.9,12116.6,8.1
2002-09-01,2002,9,Sep,"Clothing, footwear and personal accessory retailing",1079.0,13197.8,12115.3,8.9
2002-10-01,2002,10,Oct,"Clothing, footwear and personal accessory retailing",1170.0,13288.3,12237.1,8.6
2002-11-01,2002,11,Nov,"Clothing, footwear and personal accessory retailing",1250.2,13410.3,12342.900000000001,8.6
2002-12-01,2002,12,Dec,"Clothing, footwear and personal accessory retailing",1730.9,13525.1,12459.3,8.6
2003-01-01,2003,1,Jan,"Clothing, footwear and personal accessory retailing",1108.8,13561.3,12586.199999999999,7.7
2003-02-01,2003,2,Feb,"Clothing, footwear and personal accessory retailing",925.0,13590.8,12681.4,7.2
2003-03-01,2003,3,Mar,"Clothing, footwear and personal accessory retailing",1072.8,13647.5,12752.1,7.0
2003-04-01,2003,4,Apr,"Clothing, footwear and personal accessory retailing",1144.4,13733.699999999999,12820.7,7.1
2003-05-01,2003,5,May,"Clothing, footwear and personal accessory retailing",1188.2,13782.7,12903.6,6.8
2003-06-01,2003,6,Jun,"Clothing, footwear and personal accessory retailing",1130.4,13883.6,12943.8,7.3
2003-07-01,2003,7,Jul,"Clothing, footwear and personal accessory retailing",1130.1,13980.4,13000.400000000001,7.5
2003-08-01,2003,8,Aug,"Clothing, footwear and personal accessory retailing",1097.2,14027.0,13103.9,7.0
2003-09-01,2003,9,Sep,"Clothing, footwear and personal accessory retailing",1166.3,14114.300000000001,13197.8,6.9
2003-10-01,2003,10,Oct,"Clothing, footwear and personal accessory retailing",1270.2,14214.5,13288.3,7.0
2003-11-01,2003,11,Nov,"Clothing, footwear and personal accessory retailing",1319.3,14283.6,13410.3,6.5
2003-12-01,2003,12,Dec,"Clothing, footwear and personal accessory retailing",1854.6,14407.3,13525.1,6.5
2004-01-01,2004,1,Jan,"Clothing, footwear and personal accessory retailing",1217.0,14515.5,13561.3,7.0
2004-02-01,2004,2,Feb,"Clothing, footwear and personal accessory retailing",1033.1,14623.6,13590.8,7.6
2004-03-01,2004,3,Mar,"Clothing, footwear and personal accessory retailing",1130.9,14681.7,13647.5,7.6
2004-04-01,2004,4,Apr,"Clothing, footwear and personal accessory retailing",1190.7,14728.0,13733.699999999999,7.2
2004-05-01,2004,5,May,"Clothing, footwear and personal accessory retailing",1265.6,14805.4,13782.7,7.4
2004-06-01,2004,6,Jun,"Clothing, footwear and personal accessory retailing",1261.2,14936.2,13883.6,7.6
2004-07-01,2004,7,Jul,"Clothing, footwear and personal accessory retailing",1233.3,15039.4,13980.4,7.6
2004-08-01,2004,8,Aug,"Clothing, footwear and personal accessory retailing",1185.0,15127.2,14027.0,7.8
2004-09-01,2004,9,Sep,"Clothing, footwear and personal accessory retailing",1272.5,15233.4,14114.300000000001,7.9
2004-10-01,2004,10,Oct,"Clothing, footwear and personal accessory retailing",1324.9,15288.1,14214.5,7.6
2004-11-01,2004,11,Nov,"Clothing, footwear and personal accessory retailing",1349.9,15318.699999999999,14283.6,7.2
2004-12-01,2004,12,Dec,"Clothing, footwear and personal accessory retailing",1915.2,15379.3,14407.3,6.7
2005-01-01,2005,1,Jan,"Clothing, footwear and personal accessory retailing",1273.7,15436.0,14515.5,6.3
2005-02-01,2005,2,Feb,"Clothing, footwear and personal accessory retailing",1055.6,15458.5,14623.6,5.7
2005-03-01,2005,3,Mar,"Clothing, footwear and personal accessory retailing",1210.4,15538.0,14681.7,5.8
2005-04-01,2005,4,Apr,"Clothing, footwear and personal accessory retailing",1221.3,15568.6,14728.0,5.7
2005-05-01,2005,5,May,"Clothing, footwear and personal accessory retailing",1308.9,15611.9,14805.4,5.4
2005-06-01,2005,6,Jun,"Clothing, footwear and personal accessory retailing",1310.1,15660.800000000001,14936.2,4.9
2005-07-01,2005,7,Jul,"Clothing, footwear and personal accessory retailing",1237.2,15664.7,15039.4,4.2
2005-08-01,2005,8,Aug,"Clothing, footwear and personal accessory retailing",1235.8,15715.5,15127.2,3.9
2005-09-01,2005,9,Sep,"Clothing, footwear and personal accessory retailing",1315.5,15758.5,15233.4,3.4
2005-10-01,2005,10,Oct,"Clothing, footwear and personal accessory retailing",1368.8,15802.4,15288.1,3.4
2005-11-01,2005,11,Nov,"Clothing, footwear and personal accessory retailing",1400.9,15853.400000000001,15318.699999999999,3.5
2005-12-01,2005,12,Dec,"Clothing, footwear and personal accessory retailing",1958.3,15896.5,15379.3,3.4
2006-01-01,2006,1,Jan,"Clothing, footwear and personal accessory retailing",1289.2,15912.0,15436.0,3.1
2006-02-01,2006,2,Feb,"Clothing, footwear and personal accessory retailing",1084.3,15940.7,15458.5,3.1
2006-03-01,2006,3,Mar,"Clothing, footwear and personal accessory retailing",1242.8,15973.099999999999,15538.0,2.8
2006-04-01,2006,4,Apr,"Clothing, footwear and personal accessory retailing",1290.5,16042.3,15568.6,3.0
2006-05-01,2006,5,May,"Clothing, footwear and personal accessory retailing",1349.0,16082.4,15611.9,3.0
2006-06-01,2006,6,Jun,"Clothing, footwear and personal accessory retailing",1346.9,16119.2,15660.800000000001,2.9
2006-07-01,2006,7,Jul,"Clothing, footwear and personal accessory retailing",1304.0,16186.0,15664.7,3.3
2006-08-01,2006,8,Aug,"Clothing, footwear and personal accessory retailing",1324.9,16275.1,15715.5,3.6
2006-09-01,2006,9,Sep,"Clothing, footwear and personal accessory retailing",1384.2,16343.8,15758.5,3.7
2006-10-01,2006,10,Oct,"Clothing, footwear and personal accessory retailing",1464.3,16439.3,15802.4,4.0
2006-11-01,2006,11,Nov,"Clothing, footwear and personal accessory retailing",1486.1,16524.5,15853.400000000001,4.2
2006-12-01,2006,12,Dec,"Clothing, footwear and personal accessory retailing",2056.6,16622.8,15896.5,4.6
2007-01-01,2007,1,Jan,"Clothing, footwear and personal accessory retailing",1354.6,16688.2,15912.0,4.9
2007-02-01,2007,2,Feb,"Clothing, footwear and personal accessory retailing",1165.0,16768.9,15940.7,5.2
2007-03-01,2007,3,Mar,"Clothing, footwear and personal accessory retailing",1368.3,16894.4,15973.099999999999,5.8
2007-04-01,2007,4,Apr,"Clothing, footwear and personal accessory retailing",1359.1,16963.0,16042.3,5.7
2007-05-01,2007,5,May,"Clothing, footwear and personal accessory retailing",1430.3,17044.3,16082.4,6.0
2007-06-01,2007,6,Jun,"Clothing, footwear and personal accessory retailing",1461.5,17158.899999999998,16119.2,6.5
2007-07-01,2007,7,Jul,"Clothing, footwear and personal accessory retailing",1427.6,17282.5,16186.0,6.8
2007-08-01,2007,8,Aug,"Clothing, footwear and personal accessory retailing",1406.8,17364.399999999998,16275.1,6.7
2007-09-01,2007,9,Sep,"Clothing, footwear and personal accessory retailing",1459.1,17439.3,16343.8,6.7
2007-10-01,2007,10,Oct,"Clothing, footwear and personal accessory retailing",1561.1,17536.1,16439.3,6.7
2007-11-01,2007,11,Nov,"Clothing, footwear and personal accessory retailing",1617.8,17667.8,16524.5,6.9
2007-12-01,2007,12,Dec,"Clothing, footwear and personal accessory retailing",2204.2,17815.4,16622.8,7.2
2008-01-01,2008,1,Jan,"Clothing, footwear and personal accessory retailing",1461.1,17921.899999999998,16688.2,7.4
2008-02-01,2008,2,Feb,"Clothing, footwear and personal accessory retailing",1278.1,18034.999999999996,16768.9,7.6
2008-03-01,2008,3,Mar,"Clothing, footwear and personal accessory retailing",1353.9,18020.6,16894.4,6.7
2008-04-01,2008,4,Apr,"Clothing, footwear and personal accessory retailing",1486.7,18148.2,16963.0,7.0
2008-05-01,2008,5,May,"Clothing, footwear and personal accessory retailing",1541.9,18259.8,17044.3,7.1
2008-06-01,2008,6,Jun,"Clothing, footwear and personal accessory retailing",1402.5,18200.8,17158.899999999998,6.1
2008-07-01,2008,7,Jul,"Clothing, footwear and personal accessory retailing",1460.4,18233.6,17282.5,5.5
2008-08-01,2008,8,Aug,"Clothing, footwear and personal accessory retailing",1419.4,18246.2,17364.399999999998,5.1
2008-09-01,2008,9,Sep,"Clothing, footwear and personal accessory retailing",1468.3,18255.4,17439.3,4.7
2008-10-01,2008,10,Oct,"Clothing, footwear and personal accessory retailing",1547.4,18241.699999999997,17536.1,4.0
2008-11-01,2008,11,Nov,"Clothing, footwear and personal accessory retailing",1594.1,18218.0,17667.8,3.1
2008-12-01,2008,12,Dec,"Clothing, footwear and personal accessory retailing",2308.7,18322.5,17815.4,2.8
2009-01-01,2009,1,Jan,"Clothing, footwear and personal accessory retailing",1543.2,18404.600000000002,17921.899999999998,2.7
2009-02-01,2009,2,Feb,"Clothing, footwear and personal accessory retailing",1259.1,18385.6,18034.999999999996,1.9
2009-03-01,2009,3,Mar,"Clothing, footwear and personal accessory retailing",1518.6,18550.3,18020.6,2.9
2009-04-01,2009,4,Apr,"Clothing, footwear and personal accessory retailing",1579.8,18643.4,18148.2,2.7
2009-05-01,2009,5,May,"Clothing, footwear and personal accessory retailing",1709.3,18810.8,18259.8,3.0
2009-06-01,2009,6,Jun,"Clothing, footwear and personal accessory retailing",1568.0,18976.3,18200.8,4.3
2009-07-01,2009,7,Jul,"Clothing, footwear and personal accessory retailing",1514.7,19030.6,18233.6,4.4
2009-08-01,2009,8,Aug,"Clothing, footwear and personal accessory retailing",1498.2,19109.4,18246.2,4.7
2009-09-01,2009,9,Sep,"Clothing, footwear and personal accessory retailing",1537.2,19178.300000000003,18255.4,5.1
2009-10-01,2009,10,Oct,"Clothing, footwear and personal accessory retailing",1631.4,19262.3,18241.699999999997,5.6
2009-11-01,2009,11,Nov,"Clothing, footwear and personal accessory retailing",1692.5,19360.7,18218.0,6.3
2009-12-01,2009,12,Dec,"Clothing, footwear and personal accessory retailing",2493.6,19545.6,18322.5,6.7
2010-01-01,2010,1,Jan,"Clothing, footwear and personal accessory retailing",1545.9,19548.3,18404.600000000002,6.2
2010-02-01,2010,2,Feb,"Clothing, footwear and personal accessory retailing",1273.6,19562.800000000003,18385.6,6.4
2010-03-01,2010,3,Mar,"Clothing, footwear and personal accessory retailing",1452.3,19496.5,18550.3,5.1
2010-04-01,2010,4,Apr,"Clothing, footwear and personal accessory retailing",1507.5,19424.2,18643.4,4.2
2010-05-01,2010,5,May,"Clothing, footwear and personal accessory retailing",1653.6,19368.5,18810.8,3.0
2010-06-01,2010,6,Jun,"Clothing, footwear and personal accessory retailing",1558.6,19359.1,18976.3,2.0
2010-07-01,2010,7,Jul,"Clothing, footwear and personal accessory retailing",1579.0,19423.399999999998,19030.6,2.1
2010-08-01,2010,8,Aug,"Clothing, footwear and personal accessory retailing",1511.0,19436.199999999997,19109.4,1.7
2010-09-01,2010,9,Sep,"Clothing, footwear and personal accessory retailing",1610.1,19509.100000000002,19178.300000000003,1.7
2010-10-01,2010,10,Oct,"Clothing, footwear and personal accessory retailing",1594.6,19472.3,19262.3,1.1
2010-11-01,2010,11,Nov,"Clothing, footwear and personal accessory retailing",1656.3,19436.1,19360.7,0.4
2010-12-01,2010,12,Dec,"Clothing, footwear and personal accessory retailing",2546.8,19489.300000000003,19545.6,-0.3
2011-01-01,2011,1,Jan,"Clothing, footwear and personal accessory retailing",1499.0,19442.4,19548.3,-0.5
2011-02-01,2011,2,Feb,"Clothing, footwear and personal accessory retailing",1291.8,19460.600000000002,19562.800000000003,-0.5
2011-03-01,2011,3,Mar,"Clothing, footwear and personal accessory retailing",1478.2,19486.5,19496.5,-0.1
2011-04-01,2011,4,Apr,"Clothing, footwear and personal accessory retailing",1549.9,19528.899999999998,19424.2,0.5
2011-05-01,2011,5,May,"Clothing, footwear and personal accessory retailing",1626.1,19501.4,19368.5,0.7
2011-06-01,2011,6,Jun,"Clothing, footwear and personal accessory retailing",1545.9,19488.7,19359.1,0.7
2011-07-01,2011,7,Jul,"Clothing, footwear and personal accessory retailing",1456.2,19365.9,19423.399999999998,-0.3
2011-08-01,2011,8,Aug,"Clothing, footwear and personal accessory retailing",1420.7,19275.600000000002,19436.199999999997,-0.8
2011-09-01,2011,9,Sep,"Clothing, footwear and personal accessory retailing",1500.0,19165.5,19509.100000000002,-1.8
2011-10-01,2011,10,Oct,"Clothing, footwear and personal accessory retailing",1566.6,19137.5,19472.3,-1.7
2011-11-01,2011,11,Nov,"Clothing, footwear and personal accessory retailing",1612.0,19093.2,19436.1,-1.8
2011-12-01,2011,12,Dec,"Clothing, footwear and personal accessory retailing",2577.1,19123.5,19489.300000000003,-1.9
2012-01-01,2012,1,Jan,"Clothing, footwear and personal accessory retailing",1536.3,19160.8,19442.4,-1.4
2012-02-01,2012,2,Feb,"Clothing, footwear and personal accessory retailing",1308.8,19177.8,19460.600000000002,-1.5
2012-03-01,2012,3,Mar,"Clothing, footwear and personal accessory retailing",1511.5,19211.1,19486.5,-1.4
2012-04-01,2012,4,Apr,"Clothing, footwear and personal accessory retailing",1517.7,19178.9,19528.899999999998,-1.8
2012-05-01,2012,5,May,"Clothing, footwear and personal accessory retailing",1695.7,19248.5,19501.4,-1.3
2012-06-01,2012,6,Jun,"Clothing, footwear and personal accessory retailing",1647.6,19350.2,19488.7,-0.7
2012-07-01,2012,7,Jul,"Clothing, footwear and personal accessory retailing",1546.9,19440.9,19365.9,0.4
2012-08-01,2012,8,Aug,"Clothing, footwear and personal accessory retailing",1531.4,19551.6,19275.600000000002,1.4
2012-09-01,2012,9,Sep,"Clothing, footwear and personal accessory retailing",1565.6,19617.2,19165.5,2.4
2012-10-01,2012,10,Oct,"Clothing, footwear and personal accessory retailing",1619.9,19670.5,19137.5,2.8
2012-11-01,2012,11,Nov,"Clothing, footwear and personal accessory retailing",1682.8,19741.3,19093.2,3.4
2012-12-01,2012,12,Dec,"Clothing, footwear and personal accessory retailing",2615.7,19779.899999999998,19123.5,3.4
2013-01-01,2013,1,Jan,"Clothing, footwear and personal accessory retailing",1613.2,19856.8,19160.8,3.6
2013-02-01,2013,2,Feb,"Clothing, footwear and personal accessory retailing",1348.1,19896.1,19177.8,3.7
2013-03-01,2013,3,Mar,"Clothing, footwear and personal accessory retailing",1448.8,19833.4,19211.1,3.2
2013-04-01,2013,4,Apr,"Clothing, footwear and personal accessory retailing",1578.0,19893.7,19178.9,3.7
2013-05-01,2013,5,May,"Clothing, footwear and personal accessory retailing",1718.0,19916.0,19248.5,3.5
2013-06-01,2013,6,Jun,"Clothing, footwear and personal accessory retailing",1641.1,19909.5,19350.2,2.9
2013-07-01,2013,7,Jul,"Clothing, footwear and personal accessory retailing",1592.9,19955.5,19440.9,2.6
2013-08-01,2013,8,Aug,"Clothing, footwear and personal accessory retailing",1618.4,20042.5,19551.6,2.5
2013-09-01,2013,9,Sep,"Clothing, footwear and personal accessory retailing",1676.6,20153.5,19617.2,2.7
2013-10-01,2013,10,Oct,"Clothing, footwear and personal accessory retailing",1791.4,20325.0,19670.5,3.3
2013-11-01,2013,11,Nov,"Clothing, footwear and personal accessory retailing",1879.7,20521.9,19741.3,4.0
