date,year,month,month_name,category,turnover_m,r12m_turnover,r12m_prior,yoy_growth_pct
1982-04-01,1982,4,Apr,"Cafes, restaurants and takeaway food services",342.4,,,
1982-05-01,1982,5,May,"Cafes, restaurants and takeaway food services",342.1,,,
1982-06-01,1982,6,Jun,"Cafes, restaurants and takeaway food services",328.7,,,
1982-07-01,1982,7,Jul,"Cafes, restaurants and takeaway food services",338.5,,,
1982-08-01,1982,8,Aug,"Cafes, restaurants and takeaway food services",331.5,,,
1982-09-01,1982,9,Sep,"Cafes, restaurants and takeaway food services",341.9,,,
1982-10-01,1982,10,Oct,"Cafes, restaurants and takeaway food services",358.4,,,
1982-11-01,1982,11,Nov,"Cafes, restaurants and takeaway food services",374.7,,,
1982-12-01,1982,12,Dec,"Cafes, restaurants and takeaway food services",433.1,,,
1983-01-01,1983,1,Jan,"Cafes, restaurants and takeaway food services",368.6,,,
1983-02-01,1983,2,Feb,"Cafes, restaurants and takeaway food services",348.1,,,
1983-03-01,1983,3,Mar,"Cafes, restaurants and takeaway food services",365.8,4273.8,,
1983-04-01,1983,4,Apr,"Cafes, restaurants and takeaway food services",351.1,4282.5,,
1983-05-01,1983,5,May,"Cafes, restaurants and takeaway food services",360.5,4300.9,,
1983-06-01,1983,6,Jun,"Cafes, restaurants and takeaway food services",347.1,4319.3,,
1983-07-01,1983,7,Jul,"Cafes, restaurants and takeaway food services",364.5,4345.3,,
1983-08-01,1983,8,Aug,"Cafes, restaurants and takeaway food services",376.0,4389.8,,
1983-09-01,1983,9,Sep,"Cafes, restaurants and takeaway food services",377.6,4425.5,,
1983-10-01,1983,10,Oct,"Cafes, restaurants and takeaway food services",374.1,4441.2,,
1983-11-01,1983,11,Nov,"Cafes, restaurants and takeaway food services",390.6,4457.1,,
1983-12-01,1983,12,Dec,"Cafes, restaurants and takeaway food services",459.0,4483.0,,
1984-01-01,1984,1,Jan,"Cafes, restaurants and takeaway food services",388.8,4503.200000000001,,
1984-02-01,1984,2,Feb,"Cafes, restaurants and takeaway food services",377.1,4532.2,,
1984-03-01,1984,3,Mar,"Cafes, restaurants and takeaway food services",397.8,4564.2,4273.8,6.8
1984-04-01,1984,4,Apr,"Cafes, restaurants and takeaway food services",383.3,4596.400000000001,4282.5,7.3
1984-05-01,1984,5,May,"Cafes, restaurants and takeaway food services",414.0,4649.900000000001,4300.9,8.1
1984-06-01,1984,6,Jun,"Cafes, restaurants and takeaway food services",381.5,4684.3,4319.3,8.5
1984-07-01,1984,7,Jul,"Cafes, restaurants and takeaway food services",393.0,4712.8,4345.3,8.5
1984-08-01,1984,8,Aug,"Cafes, restaurants and takeaway food services",409.0,4745.8,4389.8,8.1
1984-09-01,1984,9,Sep,"Cafes, restaurants and takeaway food services",394.7,4762.9,4425.5,7.6
1984-10-01,1984,10,Oct,"Cafes, restaurants and takeaway food services",424.5,4813.3,4441.2,8.4
1984-11-01,1984,11,Nov,"Cafes, restaurants and takeaway food services",436.5,4859.2,4457.1,9.0
1984-12-01,1984,12,Dec,"Cafes, restaurants and takeaway food services",488.1,4888.3,4483.0,9.0
1985-01-01,1985,1,Jan,"Cafes, restaurants and takeaway food services",425.6,4925.099999999999,4503.200000000001,9.4
1985-02-01,1985,2,Feb,"Cafes, restaurants and takeaway food services",391.8,4939.8,4532.2,9.0
1985-03-01,1985,3,Mar,"Cafes, restaurants and takeaway food services",416.1,4958.1,4564.2,8.6
1985-04-01,1985,4,Apr,"Cafes, restaurants and takeaway food services",419.8,4994.6,4596.400000000001,8.7
1985-05-01,1985,5,May,"Cafes, restaurants and takeaway food services",446.2,5026.8,4649.900000000001,8.1
1985-06-01,1985,6,Jun,"Cafes, restaurants and takeaway food services",406.8,5052.1,4684.3,7.9
1985-07-01,1985,7,Jul,"Cafes, restaurants and takeaway food services",448.5,5107.6,4712.8,8.4
1985-08-01,1985,8,Aug,"Cafes, restaurants and takeaway food services",466.0,5164.6,4745.8,8.8
1985-09-01,1985,9,Sep,"Cafes, restaurants and takeaway food services",455.2,5225.1,4762.9,9.7
1985-10-01,1985,10,Oct,"Cafes, restaurants and takeaway food services",493.6,5294.200000000001,4813.3,10.0
1985-11-01,1985,11,Nov,"Cafes, restaurants and takeaway food services",505.6,5363.3,4859.2,10.4
1985-12-01,1985,12,Dec,"Cafes, restaurants and takeaway food services",563.9,5439.1,4888.3,11.3
1986-01-01,1986,1,Jan,"Cafes, restaurants and takeaway food services",504.3,5517.8,4925.099999999999,12.0
1986-02-01,1986,2,Feb,"Cafes, restaurants and takeaway food services",452.9,5578.900000000001,4939.8,12.9
1986-03-01,1986,3,Mar,"Cafes, restaurants and takeaway food services",480.3,5643.1,4958.1,13.8
1986-04-01,1986,4,Apr,"Cafes, restaurants and takeaway food services",497.2,5720.5,4994.6,14.5
1986-05-01,1986,5,May,"Cafes, restaurants and takeaway food services",530.8,5805.1,5026.8,15.5
1986-06-01,1986,6,Jun,"Cafes, restaurants and takeaway food services",484.8,5883.099999999999,5052.1,16.4
1986-07-01,1986,7,Jul,"Cafes, restaurants and takeaway food services",526.3,5960.9,5107.6,16.7
1986-08-01,1986,8,Aug,"Cafes, restaurants and takeaway food services",538.4,6033.299999999999,5164.6,16.8
1986-09-01,1986,9,Sep,"Cafes, restaurants and takeaway food services",537.4,6115.5,5225.1,17.0
1986-10-01,1986,10,Oct,"Cafes, restaurants and takeaway food services",570.4,6192.299999999999,5294.200000000001,17.0
1986-11-01,1986,11,Nov,"Cafes, restaurants and takeaway food services",563.8,6250.5,5363.3,16.5
1986-12-01,1986,12,Dec,"Cafes, restaurants and takeaway food services",663.2,6349.8,5439.1,16.7
1987-01-01,1987,1,Jan,"Cafes, restaurants and takeaway food services",571.6,6417.1,5517.8,16.3
1987-02-01,1987,2,Feb,"Cafes, restaurants and takeaway food services",525.1,6489.299999999999,5578.900000000001,16.3
1987-03-01,1987,3,Mar,"Cafes, restaurants and takeaway food services",543.6,6552.6,5643.1,16.1
1987-04-01,1987,4,Apr,"Cafes, restaurants and takeaway food services",558.1,6613.5,5720.5,15.6
1987-05-01,1987,5,May,"Cafes, restaurants and takeaway food services",565.1,6647.8,5805.1,14.5
1987-06-01,1987,6,Jun,"Cafes, restaurants and takeaway food services",542.3,6705.3,5883.099999999999,14.0
1987-07-01,1987,7,Jul,"Cafes, restaurants and takeaway food services",598.6,6777.6,5960.9,13.7
1987-08-01,1987,8,Aug,"Cafes, restaurants and takeaway food services",583.7,6822.900000000001,6033.299999999999,13.1
1987-09-01,1987,9,Sep,"Cafes, restaurants and takeaway food services",592.7,6878.2,6115.5,12.5
1987-10-01,1987,10,Oct,"Cafes, restaurants and takeaway food services",623.3,6931.1,6192.299999999999,11.9
1987-11-01,1987,11,Nov,"Cafes, restaurants and takeaway food services",621.9,6989.2,6250.5,11.8
1987-12-01,1987,12,Dec,"Cafes, restaurants and takeaway food services",739.8,7065.8,6349.8,11.3
1988-01-01,1988,1,Jan,"Cafes, restaurants and takeaway food services",605.0,7099.2,6417.1,10.6
1988-02-01,1988,2,Feb,"Cafes, restaurants and takeaway food services",586.1,7160.200000000001,6489.299999999999,10.3
1988-03-01,1988,3,Mar,"Cafes, restaurants and takeaway food services",625.3,7241.9,6552.6,10.5
1988-04-01,1988,4,Apr,"Cafes, restaurants and takeaway food services",611.9,7295.7,6613.5,10.3
1988-05-01,1988,5,May,"Cafes, restaurants and takeaway food services",630.5,7361.1,6647.8,10.7
1988-06-01,1988,6,Jun,"Cafes, restaurants and takeaway food services",635.5,7454.3,6705.3,11.2
1988-07-01,1988,7,Jul,"Cafes, restaurants and takeaway food services",658.7,7514.4,6777.6,10.9
1988-08-01,1988,8,Aug,"Cafes, restaurants and takeaway food services",656.4,7587.099999999999,6822.900000000001,11.2
1988-09-01,1988,9,Sep,"Cafes, restaurants and takeaway food services",660.0,7654.4,6878.2,11.3
1988-10-01,1988,10,Oct,"Cafes, restaurants and takeaway food services",670.2,7701.3,6931.1,11.1
1988-11-01,1988,11,Nov,"Cafes, restaurants and takeaway food services",670.8,7750.2,6989.2,10.9
1988-12-01,1988,12,Dec,"Cafes, restaurants and takeaway food services",773.9,7784.3,7065.8,10.2
1989-01-01,1989,1,Jan,"Cafes, restaurants and takeaway food services",732.8,7912.1,7099.2,11.5
1989-02-01,1989,2,Feb,"Cafes, restaurants and takeaway food services",660.7,7986.7,7160.200000000001,11.5
1989-03-01,1989,3,Mar,"Cafes, restaurants and takeaway food services",713.2,8074.6,7241.9,11.5
1989-04-01,1989,4,Apr,"Cafes, restaurants and takeaway food services",693.9,8156.599999999999,7295.7,11.8
1989-05-01,1989,5,May,"Cafes, restaurants and takeaway food services",710.0,8236.1,7361.1,11.9
1989-06-01,1989,6,Jun,"Cafes, restaurants and takeaway food services",721.7,8322.3,7454.3,11.6
1989-07-01,1989,7,Jul,"Cafes, restaurants and takeaway food services",741.3,8404.9,7514.4,11.9
1989-08-01,1989,8,Aug,"Cafes, restaurants and takeaway food services",745.5,8494.0,7587.099999999999,12.0
1989-09-01,1989,9,Sep,"Cafes, restaurants and takeaway food services",766.9,8600.9,7654.4,12.4
1989-10-01,1989,10,Oct,"Cafes, restaurants and takeaway food services",793.7,8724.4,7701.3,13.3
1989-11-01,1989,11,Nov,"Cafes, restaurants and takeaway food services",807.5,8861.1,7750.2,14.3
1989-12-01,1989,12,Dec,"Cafes, restaurants and takeaway food services",942.7,9029.9,7784.3,16.0
1990-01-01,1990,1,Jan,"Cafes, restaurants and takeaway food services",857.5,9154.6,7912.1,15.7
1990-02-01,1990,2,Feb,"Cafes, restaurants and takeaway food services",764.4,9258.3,7986.7,15.9
1990-03-01,1990,3,Mar,"Cafes, restaurants and takeaway food services",840.3,9385.4,8074.6,16.2
1990-04-01,1990,4,Apr,"Cafes, restaurants and takeaway food services",804.6,9496.099999999999,8156.599999999999,16.4
1990-05-01,1990,5,May,"Cafes, restaurants and takeaway food services",808.9,9595.0,8236.1,16.5
1990-06-01,1990,6,Jun,"Cafes, restaurants and takeaway food services",799.0,9672.300000000001,8322.3,16.2
1990-07-01,1990,7,Jul,"Cafes, restaurants and takeaway food services",815.0,9746.0,8404.9,16.0
1990-08-01,1990,8,Aug,"Cafes, restaurants and takeaway food services",828.0,9828.5,8494.0,15.7
1990-09-01,1990,9,Sep,"Cafes, restaurants and takeaway food services",812.4,9874.0,8600.9,14.8
1990-10-01,1990,10,Oct,"Cafes, restaurants and takeaway food services",833.0,9913.3,8724.4,13.6
1990-11-01,1990,11,Nov,"Cafes, restaurants and takeaway food services",851.5,9957.3,8861.1,12.4
1990-12-01,1990,12,Dec,"Cafes, restaurants and takeaway food services",945.7,9960.3,9029.9,10.3
1991-01-01,1991,1,Jan,"Cafes, restaurants and takeaway food services",861.7,9964.5,9154.6,8.8
1991-02-01,1991,2,Feb,"Cafes, restaurants and takeaway food services",771.1,9971.2,9258.3,7.7
1991-03-01,1991,3,Mar,"Cafes, restaurants and takeaway food services",813.3,9944.199999999999,9385.4,6.0
1991-04-01,1991,4,Apr,"Cafes, restaurants and takeaway food services",797.4,9937.0,9496.099999999999,4.6
1991-05-01,1991,5,May,"Cafes, restaurants and takeaway food services",820.6,9948.699999999999,9595.0,3.7
1991-06-01,1991,6,Jun,"Cafes, restaurants and takeaway food services",801.3,9951.0,9672.300000000001,2.9
1991-07-01,1991,7,Jul,"Cafes, restaurants and takeaway food services",829.4,9965.4,9746.0,2.3
1991-08-01,1991,8,Aug,"Cafes, restaurants and takeaway food services",853.5,9990.9,9828.5,1.7
1991-09-01,1991,9,Sep,"Cafes, restaurants and takeaway food services",882.0,10060.5,9874.0,1.9
1991-10-01,1991,10,Oct,"Cafes, restaurants and takeaway food services",938.9,10166.4,9913.3,2.6
1991-11-01,1991,11,Nov,"Cafes, restaurants and takeaway food services",953.8,10268.699999999999,9957.3,3.1
1991-12-01,1991,12,Dec,"Cafes, restaurants and takeaway food services",1048.3,10371.300000000001,9960.3,4.1
1992-01-01,1992,1,Jan,"Cafes, restaurants and takeaway food services",938.3,10447.9,9964.5,4.9
1992-02-01,1992,2,Feb,"Cafes, restaurants and takeaway food services",861.5,10538.3,9971.2,5.7
1992-03-01,1992,3,Mar,"Cafes, restaurants and takeaway food services",936.1,10661.1,9944.199999999999,7.2
1992-04-01,1992,4,Apr,"Cafes, restaurants and takeaway food services",932.0,10795.7,9937.0,8.6
1992-05-01,1992,5,May,"Cafes, restaurants and takeaway food services",929.4,10904.5,9948.699999999999,9.6
1992-06-01,1992,6,Jun,"Cafes, restaurants and takeaway food services",868.5,10971.699999999999,9951.0,10.3
1992-07-01,1992,7,Jul,"Cafes, restaurants and takeaway food services",891.3,11033.599999999999,9965.4,10.7
1992-08-01,1992,8,Aug,"Cafes, restaurants and takeaway food services",875.5,11055.599999999999,9990.9,10.7
1992-09-01,1992,9,Sep,"Cafes, restaurants and takeaway food services",914.1,11087.699999999999,10060.5,10.2
1992-10-01,1992,10,Oct,"Cafes, restaurants and takeaway food services",935.7,11084.5,10166.4,9.0
1992-11-01,1992,11,Nov,"Cafes, restaurants and takeaway food services",931.8,11062.5,10268.699999999999,7.7
1992-12-01,1992,12,Dec,"Cafes, restaurants and takeaway food services",1045.8,11060.0,10371.300000000001,6.6
1993-01-01,1993,1,Jan,"Cafes, restaurants and takeaway food services",917.8,11039.5,10447.9,5.7
1993-02-01,1993,2,Feb,"Cafes, restaurants and takeaway food services",838.1,11016.1,10538.3,4.5
1993-03-01,1993,3,Mar,"Cafes, restaurants and takeaway food services",869.8,10949.8,10661.1,2.7
1993-04-01,1993,4,Apr,"Cafes, restaurants and takeaway food services",862.1,10879.9,10795.7,0.8
1993-05-01,1993,5,May,"Cafes, restaurants and takeaway food services",852.1,10802.6,10904.5,-0.9
1993-06-01,1993,6,Jun,"Cafes, restaurants and takeaway food services",827.6,10761.7,10971.699999999999,-1.9
1993-07-01,1993,7,Jul,"Cafes, restaurants and takeaway food services",882.3,10752.7,11033.599999999999,-2.5
1993-08-01,1993,8,Aug,"Cafes, restaurants and takeaway food services",866.9,10744.1,11055.599999999999,-2.8
1993-09-01,1993,9,Sep,"Cafes, restaurants and takeaway food services",904.9,10734.900000000001,11087.699999999999,-3.2
1993-10-01,1993,10,Oct,"Cafes, restaurants and takeaway food services",931.2,10730.4,11084.5,-3.2
1993-11-01,1993,11,Nov,"Cafes, restaurants and takeaway food services",963.0,10761.6,11062.5,-2.7
1993-12-01,1993,12,Dec,"Cafes, restaurants and takeaway food services",1099.5,10815.3,11060.0,-2.2
1994-01-01,1994,1,Jan,"Cafes, restaurants and takeaway food services",984.5,10882.0,11039.5,-1.4
1994-02-01,1994,2,Feb,"Cafes, restaurants and takeaway food services",901.6,10945.5,11016.1,-0.6
1994-03-01,1994,3,Mar,"Cafes, restaurants and takeaway food services",1015.2,11090.900000000001,10949.8,1.3
1994-04-01,1994,4,Apr,"Cafes, restaurants and takeaway food services",939.1,11167.9,10879.9,2.6
1994-05-01,1994,5,May,"Cafes, restaurants and takeaway food services",941.4,11257.2,10802.6,4.2
1994-06-01,1994,6,Jun,"Cafes, restaurants and takeaway food services",934.8,11364.4,10761.7,5.6
1994-07-01,1994,7,Jul,"Cafes, restaurants and takeaway food services",1013.3,11495.4,10752.7,6.9
1994-08-01,1994,8,Aug,"Cafes, restaurants and takeaway food services",1017.5,11646.0,10744.1,8.4
1994-09-01,1994,9,Sep,"Cafes, restaurants and takeaway food services",1040.7,11781.8,10734.900000000001,9.8
1994-10-01,1994,10,Oct,"Cafes, restaurants and takeaway food services",1061.8,11912.4,10730.4,11.0
1994-11-01,1994,11,Nov,"Cafes, restaurants and takeaway food services",1070.2,12019.6,10761.6,11.7
1994-12-01,1994,12,Dec,"Cafes, restaurants and takeaway food services",1188.3,12108.4,10815.3,12.0
1995-01-01,1995,1,Jan,"Cafes, restaurants and takeaway food services",1076.3,12200.2,10882.0,12.1
1995-02-01,1995,2,Feb,"Cafes, restaurants and takeaway food services",981.6,12280.2,10945.5,12.2
1995-03-01,1995,3,Mar,"Cafes, restaurants and takeaway food services",1098.9,12363.9,11090.900000000001,11.5
1995-04-01,1995,4,Apr,"Cafes, restaurants and takeaway food services",1067.8,12492.6,11167.9,11.9
1995-05-01,1995,5,May,"Cafes, restaurants and takeaway food services",1083.3,12634.5,11257.2,12.2
1995-06-01,1995,6,Jun,"Cafes, restaurants and takeaway food services",1045.0,12744.7,11364.4,12.1
1995-07-01,1995,7,Jul,"Cafes, restaurants and takeaway food services",1094.4,12825.800000000001,11495.4,11.6
1995-08-01,1995,8,Aug,"Cafes, restaurants and takeaway food services",1109.7,12918.0,11646.0,10.9
1995-09-01,1995,9,Sep,"Cafes, restaurants and takeaway food services",1126.1,13003.4,11781.8,10.4
1995-10-01,1995,10,Oct,"Cafes, restaurants and takeaway food services",1166.5,13108.1,11912.4,10.0
1995-11-01,1995,11,Nov,"Cafes, restaurants and takeaway food services",1194.3,13232.2,12019.6,10.1
1995-12-01,1995,12,Dec,"Cafes, restaurants and takeaway food services",1314.7,13358.6,12108.4,10.3
1996-01-01,1996,1,Jan,"Cafes, restaurants and takeaway food services",1213.1,13495.4,12200.2,10.6
1996-02-01,1996,2,Feb,"Cafes, restaurants and takeaway food services",1128.0,13641.8,12280.2,11.1
1996-03-01,1996,3,Mar,"Cafes, restaurants and takeaway food services",1180.0,13722.9,12363.9,11.0
1996-04-01,1996,4,Apr,"Cafes, restaurants and takeaway food services",1169.3,13824.4,12492.6,10.7
1996-05-01,1996,5,May,"Cafes, restaurants and takeaway food services",1145.7,13886.8,12634.5,9.9
1996-06-01,1996,6,Jun,"Cafes, restaurants and takeaway food services",1109.0,13950.8,12744.7,9.5
1996-07-01,1996,7,Jul,"Cafes, restaurants and takeaway food services",1138.1,13994.5,12825.800000000001,9.1
1996-08-01,1996,8,Aug,"Cafes, restaurants and takeaway food services",1145.7,14030.5,12918.0,8.6
1996-09-01,1996,9,Sep,"Cafes, restaurants and takeaway food services",1104.9,14009.3,13003.4,7.7
1996-10-01,1996,10,Oct,"Cafes, restaurants and takeaway food services",1142.2,13985.0,13108.1,6.7
1996-11-01,1996,11,Nov,"Cafes, restaurants and takeaway food services",1129.4,13920.1,13232.2,5.2
1996-12-01,1996,12,Dec,"Cafes, restaurants and takeaway food services",1230.8,13836.2,13358.6,3.6
1997-01-01,1997,1,Jan,"Cafes, restaurants and takeaway food services",1180.1,13803.2,13495.4,2.3
1997-02-01,1997,2,Feb,"Cafes, restaurants and takeaway food services",1059.5,13734.7,13641.8,0.7
1997-03-01,1997,3,Mar,"Cafes, restaurants and takeaway food services",1148.0,13702.7,13722.9,-0.1
1997-04-01,1997,4,Apr,"Cafes, restaurants and takeaway food services",1141.3,13674.7,13824.4,-1.1
1997-05-01,1997,5,May,"Cafes, restaurants and takeaway food services",1170.3,13699.3,13886.8,-1.4
1997-06-01,1997,6,Jun,"Cafes, restaurants and takeaway food services",1113.5,13703.8,13950.8,-1.8
1997-07-01,1997,7,Jul,"Cafes, restaurants and takeaway food services",1164.6,13730.3,13994.5,-1.9
1997-08-01,1997,8,Aug,"Cafes, restaurants and takeaway food services",1173.3,13757.9,14030.5,-1.9
1997-09-01,1997,9,Sep,"Cafes, restaurants and takeaway food services",1154.1,13807.1,14009.3,-1.4
1997-10-01,1997,10,Oct,"Cafes, restaurants and takeaway food services",1204.8,13869.7,13985.0,-0.8
1997-11-01,1997,11,Nov,"Cafes, restaurants and takeaway food services",1183.7,13924.0,13920.1,0.0
1997-12-01,1997,12,Dec,"Cafes, restaurants and takeaway food services",1306.7,13999.9,13836.2,1.2
1998-01-01,1998,1,Jan,"Cafes, restaurants and takeaway food services",1185.9,14005.699999999999,13803.2,1.5
1998-02-01,1998,2,Feb,"Cafes, restaurants and takeaway food services",1050.0,13996.2,13734.7,1.9
1998-03-01,1998,3,Mar,"Cafes, restaurants and takeaway food services",1141.1,13989.300000000001,13702.7,2.1
1998-04-01,1998,4,Apr,"Cafes, restaurants and takeaway food services",1106.7,13954.699999999999,13674.7,2.0
1998-05-01,1998,5,May,"Cafes, restaurants and takeaway food services",1144.2,13928.6,13699.3,1.7
1998-06-01,1998,6,Jun,"Cafes, restaurants and takeaway food services",1088.2,13903.300000000001,13703.8,1.5
1998-07-01,1998,7,Jul,"Cafes, restaurants and takeaway food services",1162.2,13900.9,13730.3,1.2
1998-08-01,1998,8,Aug,"Cafes, restaurants and takeaway food services",1144.8,13872.400000000001,13757.9,0.8
1998-09-01,1998,9,Sep,"Cafes, restaurants and takeaway food services",1149.5,13867.800000000001,13807.1,0.4
1998-10-01,1998,10,Oct,"Cafes, restaurants and takeaway food services",1258.6,13921.599999999999,13869.7,0.4
1998-11-01,1998,11,Nov,"Cafes, restaurants and takeaway food services",1200.8,13938.7,13924.0,0.1
1998-12-01,1998,12,Dec,"Cafes, restaurants and takeaway food services",1310.2,13942.199999999999,13999.9,-0.4
1999-01-01,1999,1,Jan,"Cafes, restaurants and takeaway food services",1244.0,14000.3,14005.699999999999,-0.0
1999-02-01,1999,2,Feb,"Cafes, restaurants and takeaway food services",1124.4,14074.7,13996.2,0.6
1999-03-01,1999,3,Mar,"Cafes, restaurants and takeaway food services",1245.4,14179.0,13989.300000000001,1.4
1999-04-01,1999,4,Apr,"Cafes, restaurants and takeaway food services",1236.0,14308.300000000001,13954.699999999999,2.5
1999-05-01,1999,5,May,"Cafes, restaurants and takeaway food services",1271.4,14435.5,13928.6,3.6
1999-06-01,1999,6,Jun,"Cafes, restaurants and takeaway food services",1208.0,14555.3,13903.300000000001,4.7
1999-07-01,1999,7,Jul,"Cafes, restaurants and takeaway food services",1219.2,14612.300000000001,13900.9,5.1
1999-08-01,1999,8,Aug,"Cafes, restaurants and takeaway food services",1233.6,14701.099999999999,13872.400000000001,6.0
1999-09-01,1999,9,Sep,"Cafes, restaurants and takeaway food services",1261.3,14812.9,13867.800000000001,6.8
1999-10-01,1999,10,Oct,"Cafes, restaurants and takeaway food services",1314.4,14868.7,13921.599999999999,6.8
1999-11-01,1999,11,Nov,"Cafes, restaurants and takeaway food services",1318.3,14986.2,13938.7,7.5
1999-12-01,1999,12,Dec,"Cafes, restaurants and takeaway food services",1455.3,15131.300000000001,13942.199999999999,8.5
2000-01-01,2000,1,Jan,"Cafes, restaurants and takeaway food services",1297.4,15184.7,14000.3,8.5
2000-02-01,2000,2,Feb,"Cafes, restaurants and takeaway food services",1206.7,15267.0,14074.7,8.5
2000-03-01,2000,3,Mar,"Cafes, restaurants and takeaway food services",1324.6,15346.2,14179.0,8.2
2000-04-01,2000,4,Apr,"Cafes, restaurants and takeaway food services",1252.5,15362.7,14308.300000000001,7.4
2000-05-01,2000,5,May,"Cafes, restaurants and takeaway food services",1282.1,15373.4,14435.5,6.5
2000-06-01,2000,6,Jun,"Cafes, restaurants and takeaway food services",1274.7,15440.1,14555.3,6.1
2000-07-01,2000,7,Jul,"Cafes, restaurants and takeaway food services",1317.9,15538.8,14612.300000000001,6.3
2000-08-01,2000,8,Aug,"Cafes, restaurants and takeaway food services",1328.8,15634.0,14701.099999999999,6.3
2000-09-01,2000,9,Sep,"Cafes, restaurants and takeaway food services",1432.4,15805.1,14812.9,6.7
2000-10-01,2000,10,Oct,"Cafes, restaurants and takeaway food services",1460.8,15951.5,14868.7,7.3
2000-11-01,2000,11,Nov,"Cafes, restaurants and takeaway food services",1416.3,16049.5,14986.2,7.1
2000-12-01,2000,12,Dec,"Cafes, restaurants and takeaway food services",1538.6,16132.8,15131.300000000001,6.6
2001-01-01,2001,1,Jan,"Cafes, restaurants and takeaway food services",1470.8,16306.2,15184.7,7.4
2001-02-01,2001,2,Feb,"Cafes, restaurants and takeaway food services",1338.0,16437.5,15267.0,7.7
2001-03-01,2001,3,Mar,"Cafes, restaurants and takeaway food services",1521.2,16634.100000000002,15346.2,8.4
2001-04-01,2001,4,Apr,"Cafes, restaurants and takeaway food services",1441.3,16822.9,15362.7,9.5
2001-05-01,2001,5,May,"Cafes, restaurants and takeaway food services",1446.1,16986.9,15373.4,10.5
2001-06-01,2001,6,Jun,"Cafes, restaurants and takeaway food services",1397.6,17109.8,15440.1,10.8
2001-07-01,2001,7,Jul,"Cafes, restaurants and takeaway food services",1477.4,17269.3,15538.8,11.1
2001-08-01,2001,8,Aug,"Cafes, restaurants and takeaway food services",1504.6,17445.100000000002,15634.0,11.6
2001-09-01,2001,9,Sep,"Cafes, restaurants and takeaway food services",1437.2,17449.899999999998,15805.1,10.4
2001-10-01,2001,10,Oct,"Cafes, restaurants and takeaway food services",1488.5,17477.6,15951.5,9.6
2001-11-01,2001,11,Nov,"Cafes, restaurants and takeaway food services",1482.9,17544.2,16049.5,9.3
2001-12-01,2001,12,Dec,"Cafes, restaurants and takeaway food services",1611.4,17617.0,16132.8,9.2
2002-01-01,2002,1,Jan,"Cafes, restaurants and takeaway food services",1482.1,17628.3,16306.2,8.1
2002-02-01,2002,2,Feb,"Cafes, restaurants and takeaway food services",1329.8,17620.1,16437.5,7.2
2002-03-01,2002,3,Mar,"Cafes, restaurants and takeaway food services",1478.9,17577.8,16634.100000000002,5.7
2002-04-01,2002,4,Apr,"Cafes, restaurants and takeaway food services",1460.4,17596.899999999998,16822.9,4.6
2002-05-01,2002,5,May,"Cafes, restaurants and takeaway food services",1481.9,17632.7,16986.9,3.8
2002-06-01,2002,6,Jun,"Cafes, restaurants and takeaway food services",1424.9,17660.0,17109.8,3.2
2002-07-01,2002,7,Jul,"Cafes, restaurants and takeaway food services",1527.3,17709.9,17269.3,2.6
2002-08-01,2002,8,Aug,"Cafes, restaurants and takeaway food services",1551.6,17756.9,17445.100000000002,1.8
2002-09-01,2002,9,Sep,"Cafes, restaurants and takeaway food services",1495.1,17814.8,17449.899999999998,2.1
2002-10-01,2002,10,Oct,"Cafes, restaurants and takeaway food services",1556.6,17882.9,17477.6,2.3
2002-11-01,2002,11,Nov,"Cafes, restaurants and takeaway food services",1571.9,17971.899999999998,17544.2,2.4
2002-12-01,2002,12,Dec,"Cafes, restaurants and takeaway food services",1734.0,18094.5,17617.0,2.7
2003-01-01,2003,1,Jan,"Cafes, restaurants and takeaway food services",1620.4,18232.800000000003,17628.3,3.4
2003-02-01,2003,2,Feb,"Cafes, restaurants and takeaway food services",1421.8,18324.8,17620.1,4.0
2003-03-01,2003,3,Mar,"Cafes, restaurants and takeaway food services",1574.2,18420.100000000002,17577.8,4.8
2003-04-01,2003,4,Apr,"Cafes, restaurants and takeaway food services",1589.1,18548.8,17596.899999999998,5.4
2003-05-01,2003,5,May,"Cafes, restaurants and takeaway food services",1657.4,18724.3,17632.7,6.2
2003-06-01,2003,6,Jun,"Cafes, restaurants and takeaway food services",1554.2,18853.600000000002,17660.0,6.8
2003-07-01,2003,7,Jul,"Cafes, restaurants and takeaway food services",1699.4,19025.7,17709.9,7.4
2003-08-01,2003,8,Aug,"Cafes, restaurants and takeaway food services",1737.8,19211.899999999998,17756.9,8.2
2003-09-01,2003,9,Sep,"Cafes, restaurants and takeaway food services",1709.4,19426.2,17814.8,9.0
2003-10-01,2003,10,Oct,"Cafes, restaurants and takeaway food services",1878.4,19748.0,17882.9,10.4
2003-11-01,2003,11,Nov,"Cafes, restaurants and takeaway food services",1838.4,20014.5,17971.899999999998,11.4
2003-12-01,2003,12,Dec,"Cafes, restaurants and takeaway food services",2048.3,20328.800000000003,18094.5,12.3
2004-01-01,2004,1,Jan,"Cafes, restaurants and takeaway food services",1895.2,20603.6,18232.800000000003,13.0
2004-02-01,2004,2,Feb,"Cafes, restaurants and takeaway food services",1765.8,20947.6,18324.8,14.3
2004-03-01,2004,3,Mar,"Cafes, restaurants and takeaway food services",1872.8,21246.2,18420.100000000002,15.3
