date,year,month,month_name,category,turnover_m
1992-07-01,1992,7,Jul,"Clothing, footwear and personal accessory retailing",729.6
1992-08-01,1992,8,Aug,"Clothing, footwear and personal accessory retailing",633.8
1992-09-01,1992,9,Sep,"Clothing, footwear and personal accessory retailing",668.4
1992-10-01,1992,10,Oct,"Clothing, footwear and personal accessory retailing",747.9
1992-11-01,1992,11,Nov,"Clothing, footwear and personal accessory retailing",734.0
1992-12-01,1992,12,Dec,"Clothing, footwear and personal accessory retailing",1060.3
1993-01-01,1993,1,Jan,"Clothing, footwear and personal accessory retailing",663.8
1993-02-01,1993,2,Feb,"Clothing, footwear and personal accessory retailing",568.3
1993-03-01,1993,3,Mar,"Clothing, footwear and personal accessory retailing",634.5
1993-04-01,1993,4,Apr,"Clothing, footwear and personal accessory retailing",668.0
1993-05-01,1993,5,May,"Clothing, footwear and personal accessory retailing",723.0
1993-06-01,1993,6,Jun,"Clothing, footwear and personal accessory retailing",711.5
1993-07-01,1993,7,Jul,"Clothing, footwear and personal accessory retailing",702.8
1993-08-01,1993,8,Aug,"Clothing, footwear and personal accessory retailing",639.9
1993-09-01,1993,9,Sep,"Clothing, footwear and personal accessory retailing",678.3
1993-10-01,1993,10,Oct,"Clothing, footwear and personal accessory retailing",703.9
1993-11-01,1993,11,Nov,"Clothing, footwear and personal accessory retailing",746.5
1993-12-01,1993,12,Dec,"Clothing, footwear and personal accessory retailing",1089.7
1994-01-01,1994,1,Jan,"Clothing, footwear and personal accessory retailing",665.3
1994-02-01,1994,2,Feb,"Clothing, footwear and personal accessory retailing",579.3
1994-03-01,1994,3,Mar,"Clothing, footwear and personal accessory retailing",685.9
1994-04-01,1994,4,Apr,"Clothing, footwear and personal accessory retailing",709.4
1994-05-01,1994,5,May,"Clothing, footwear and personal accessory retailing",731.6
1994-06-01,1994,6,Jun,"Clothing, footwear and personal accessory retailing",695.9
1994-07-01,1994,7,Jul,"Clothing, footwear and personal accessory retailing",682.5
1994-08-01,1994,8,Aug,"Clothing, footwear and personal accessory retailing",677.3
1994-09-01,1994,9,Sep,"Clothing, footwear and personal accessory retailing",722.3
1994-10-01,1994,10,Oct,"Clothing, footwear and personal accessory retailing",748.2
1994-11-01,1994,11,Nov,"Clothing, footwear and personal accessory retailing",773.9
1994-12-01,1994,12,Dec,"Clothing, footwear and personal accessory retailing",1092.1
1995-01-01,1995,1,Jan,"Clothing, footwear and personal accessory retailing",703.5
1995-02-01,1995,2,Feb,"Clothing, footwear and personal accessory retailing",615.7
1995-03-01,1995,3,Mar,"Clothing, footwear and personal accessory retailing",702.4
1995-04-01,1995,4,Apr,"Clothing, footwear and personal accessory retailing",755.9
1995-05-01,1995,5,May,"Clothing, footwear and personal accessory retailing",766.0
1995-06-01,1995,6,Jun,"Clothing, footwear and personal accessory retailing",761.4
1995-07-01,1995,7,Jul,"Clothing, footwear and personal accessory retailing",726.7
1995-08-01,1995,8,Aug,"Clothing, footwear and personal accessory retailing",727.6
1995-09-01,1995,9,Sep,"Clothing, footwear and personal accessory retailing",751.6
1995-10-01,1995,10,Oct,"Clothing, footwear and personal accessory retailing",769.4
1995-11-01,1995,11,Nov,"Clothing, footwear and personal accessory retailing",813.6
1995-12-01,1995,12,Dec,"Clothing, footwear and personal accessory retailing",1156.5
1996-01-01,1996,1,Jan,"Clothing, footwear and personal accessory retailing",754.8
1996-02-01,1996,2,Feb,"Clothing, footwear and personal accessory retailing",662.9
1996-03-01,1996,3,Mar,"Clothing, footwear and personal accessory retailing",717.6
1996-04-01,1996,4,Apr,"Clothing, footwear and personal accessory retailing",758.2
1996-05-01,1996,5,May,"Clothing, footwear and personal accessory retailing",807.1
1996-06-01,1996,6,Jun,"Clothing, footwear and personal accessory retailing",755.8
1996-07-01,1996,7,Jul,"Clothing, footwear and personal accessory retailing",777.9
1996-08-01,1996,8,Aug,"Clothing, footwear and personal accessory retailing",746.1
1996-09-01,1996,9,Sep,"Clothing, footwear and personal accessory retailing",739.9
1996-10-01,1996,10,Oct,"Clothing, footwear and personal accessory retailing",806.1
1996-11-01,1996,11,Nov,"Clothing, footwear and personal accessory retailing",808.0
1996-12-01,1996,12,Dec,"Clothing, footwear and personal accessory retailing",1148.8
1997-01-01,1997,1,Jan,"Clothing, footwear and personal accessory retailing",777.1
1997-02-01,1997,2,Feb,"Clothing, footwear and personal accessory retailing",639.8
1997-03-01,1997,3,Mar,"Clothing, footwear and personal accessory retailing",700.9
1997-04-01,1997,4,Apr,"Clothing, footwear and personal accessory retailing",775.5
1997-05-01,1997,5,May,"Clothing, footwear and personal accessory retailing",845.3
1997-06-01,1997,6,Jun,"Clothing, footwear and personal accessory retailing",749.4
1997-07-01,1997,7,Jul,"Clothing, footwear and personal accessory retailing",791.7
1997-08-01,1997,8,Aug,"Clothing, footwear and personal accessory retailing",740.1
1997-09-01,1997,9,Sep,"Clothing, footwear and personal accessory retailing",777.5
1997-10-01,1997,10,Oct,"Clothing, footwear and personal accessory retailing",841.7
1997-11-01,1997,11,Nov,"Clothing, footwear and personal accessory retailing",863.6
1997-12-01,1997,12,Dec,"Clothing, footwear and personal accessory retailing",1231.1
1998-01-01,1998,1,Jan,"Clothing, footwear and personal accessory retailing",803.2
1998-02-01,1998,2,Feb,"Clothing, footwear and personal accessory retailing",681.0
1998-03-01,1998,3,Mar,"Clothing, footwear and personal accessory retailing",749.7
1998-04-01,1998,4,Apr,"Clothing, footwear and personal accessory retailing",829.8
1998-05-01,1998,5,May,"Clothing, footwear and personal accessory retailing",894.0
1998-06-01,1998,6,Jun,"Clothing, footwear and personal accessory retailing",835.0
1998-07-01,1998,7,Jul,"Clothing, footwear and personal accessory retailing",888.2
1998-08-01,1998,8,Aug,"Clothing, footwear and personal accessory retailing",822.5
1998-09-01,1998,9,Sep,"Clothing, footwear and personal accessory retailing",869.3
1998-10-01,1998,10,Oct,"Clothing, footwear and personal accessory retailing",928.8
1998-11-01,1998,11,Nov,"Clothing, footwear and personal accessory retailing",925.5
1998-12-01,1998,12,Dec,"Clothing, footwear and personal accessory retailing",1348.5
1999-01-01,1999,1,Jan,"Clothing, footwear and personal accessory retailing",866.6
1999-02-01,1999,2,Feb,"Clothing, footwear and personal accessory retailing",736.7
1999-03-01,1999,3,Mar,"Clothing, footwear and personal accessory retailing",864.4
1999-04-01,1999,4,Apr,"Clothing, footwear and personal accessory retailing",930.6
1999-05-01,1999,5,May,"Clothing, footwear and personal accessory retailing",937.0
1999-06-01,1999,6,Jun,"Clothing, footwear and personal accessory retailing",915.5
1999-07-01,1999,7,Jul,"Clothing, footwear and personal accessory retailing",913.3
1999-08-01,1999,8,Aug,"Clothing, footwear and personal accessory retailing",888.6
1999-09-01,1999,9,Sep,"Clothing, footwear and personal accessory retailing",939.6
1999-10-01,1999,10,Oct,"Clothing, footwear and personal accessory retailing",982.2
1999-11-01,1999,11,Nov,"Clothing, footwear and personal accessory retailing",1022.2
1999-12-01,1999,12,Dec,"Clothing, footwear and personal accessory retailing",1471.2
2000-01-01,2000,1,Jan,"Clothing, footwear and personal accessory retailing",903.4
2000-02-01,2000,2,Feb,"Clothing, footwear and personal accessory retailing",764.5
2000-03-01,2000,3,Mar,"Clothing, footwear and personal accessory retailing",877.4
2000-04-01,2000,4,Apr,"Clothing, footwear and personal accessory retailing",905.7
2000-05-01,2000,5,May,"Clothing, footwear and personal accessory retailing",995.2
2000-06-01,2000,6,Jun,"Clothing, footwear and personal accessory retailing",1103.9
2000-07-01,2000,7,Jul,"Clothing, footwear and personal accessory retailing",808.6
2000-08-01,2000,8,Aug,"Clothing, footwear and personal accessory retailing",853.0
2000-09-01,2000,9,Sep,"Clothing, footwear and personal accessory retailing",986.4
2000-10-01,2000,10,Oct,"Clothing, footwear and personal accessory retailing",957.7
2000-11-01,2000,11,Nov,"Clothing, footwear and personal accessory retailing",1022.4
2000-12-01,2000,12,Dec,"Clothing, footwear and personal accessory retailing",1499.7
2001-01-01,2001,1,Jan,"Clothing, footwear and personal accessory retailing",945.7
2001-02-01,2001,2,Feb,"Clothing, footwear and personal accessory retailing",800.3
2001-03-01,2001,3,Mar,"Clothing, footwear and personal accessory retailing",945.4
2001-04-01,2001,4,Apr,"Clothing, footwear and personal accessory retailing",989.6
2001-05-01,2001,5,May,"Clothing, footwear and personal accessory retailing",1056.3
2001-06-01,2001,6,Jun,"Clothing, footwear and personal accessory retailing",989.3
2001-07-01,2001,7,Jul,"Clothing, footwear and personal accessory retailing",976.7
2001-08-01,2001,8,Aug,"Clothing, footwear and personal accessory retailing",947.1
2001-09-01,2001,9,Sep,"Clothing, footwear and personal accessory retailing",985.1
2001-10-01,2001,10,Oct,"Clothing, footwear and personal accessory retailing",1079.5
2001-11-01,2001,11,Nov,"Clothing, footwear and personal accessory retailing",1128.2
2001-12-01,2001,12,Dec,"Clothing, footwear and personal accessory retailing",1616.1
2002-01-01,2002,1,Jan,"Clothing, footwear and personal accessory retailing",1072.6
2002-02-01,2002,2,Feb,"Clothing, footwear and personal accessory retailing",895.5
2002-03-01,2002,3,Mar,"Clothing, footwear and personal accessory retailing",1016.1
2002-04-01,2002,4,Apr,"Clothing, footwear and personal accessory retailing",1058.2
2002-05-01,2002,5,May,"Clothing, footwear and personal accessory retailing",1139.2
2002-06-01,2002,6,Jun,"Clothing, footwear and personal accessory retailing",1029.5
2002-07-01,2002,7,Jul,"Clothing, footwear and personal accessory retailing",1033.3
2002-08-01,2002,8,Aug,"Clothing, footwear and personal accessory retailing",1050.6
2002-09-01,2002,9,Sep,"Clothing, footwear and personal accessory retailing",1079.0
2002-10-01,2002,10,Oct,"Clothing, footwear and personal accessory retailing",1170.0
2002-11-01,2002,11,Nov,"Clothing, footwear and personal accessory retailing",1250.2
2002-12-01,2002,12,Dec,"Clothing, footwear and personal accessory retailing",1730.9
2003-01-01,2003,1,Jan,"Clothing, footwear and personal accessory retailing",1108.8
2003-02-01,2003,2,Feb,"Clothing, footwear and personal accessory retailing",925.0
2003-03-01,2003,3,Mar,"Clothing, footwear and personal accessory retailing",1072.8
2003-04-01,2003,4,Apr,"Clothing, footwear and personal accessory retailing",1144.4
2003-05-01,2003,5,May,"Clothing, footwear and personal accessory retailing",1188.2
2003-06-01,2003,6,Jun,"Clothing, footwear and personal accessory retailing",1130.4
2003-07-01,2003,7,Jul,"Clothing, footwear and personal accessory retailing",1130.1
2003-08-01,2003,8,Aug,"Clothing, footwear and personal accessory retailing",1097.2
2003-09-01,2003,9,Sep,"Clothing, footwear and personal accessory retailing",1166.3
2003-10-01,2003,10,Oct,"Clothing, footwear and personal accessory retailing",1270.2
2003-11-01,2003,11,Nov,"Clothing, footwear and personal accessory retailing",1319.3
2003-12-01,2003,12,Dec,"Clothing, footwear and personal accessory retailing",1854.6
2004-01-01,2004,1,Jan,"Clothing, footwear and personal accessory retailing",1217.0
2004-02-01,2004,2,Feb,"Clothing, footwear and personal accessory retailing",1033.1
2004-03-01,2004,3,Mar,"Clothing, footwear and personal accessory retailing",1130.9
2004-04-01,2004,4,Apr,"Clothing, footwear and personal accessory retailing",1190.7
2004-05-01,2004,5,May,"Clothing, footwear and personal accessory retailing",1265.6
2004-06-01,2004,6,Jun,"Clothing, footwear and personal accessory retailing",1261.2
2004-07-01,2004,7,Jul,"Clothing, footwear and personal accessory retailing",1233.3
2004-08-01,2004,8,Aug,"Clothing, footwear and personal accessory retailing",1185.0
2004-09-01,2004,9,Sep,"Clothing, footwear and personal accessory retailing",1272.5
2004-10-01,2004,10,Oct,"Clothing, footwear and personal accessory retailing",1324.9
2004-11-01,2004,11,Nov,"Clothing, footwear and personal accessory retailing",1349.9
2004-12-01,2004,12,Dec,"Clothing, footwear and personal accessory retailing",1915.2
2005-01-01,2005,1,Jan,"Clothing, footwear and personal accessory retailing",1273.7
2005-02-01,2005,2,Feb,"Clothing, footwear and personal accessory retailing",1055.6
2005-03-01,2005,3,Mar,"Clothing, footwear and personal accessory retailing",1210.4
2005-04-01,2005,4,Apr,"Clothing, footwear and personal accessory retailing",1221.3
2005-05-01,2005,5,May,"Clothing, footwear and personal accessory retailing",1308.9
2005-06-01,2005,6,Jun,"Clothing, footwear and personal accessory retailing",1310.1
2005-07-01,2005,7,Jul,"Clothing, footwear and personal accessory retailing",1237.2
2005-08-01,2005,8,Aug,"Clothing, footwear and personal accessory retailing",1235.8
2005-09-01,2005,9,Sep,"Clothing, footwear and personal accessory retailing",1315.5
2005-10-01,2005,10,Oct,"Clothing, footwear and personal accessory retailing",1368.8
2005-11-01,2005,11,Nov,"Clothing, footwear and personal accessory retailing",1400.9
2005-12-01,2005,12,Dec,"Clothing, footwear and personal accessory retailing",1958.3
2006-01-01,2006,1,Jan,"Clothing, footwear and personal accessory retailing",1289.2
2006-02-01,2006,2,Feb,"Clothing, footwear and personal accessory retailing",1084.3
2006-03-01,2006,3,Mar,"Clothing, footwear and personal accessory retailing",1242.8
2006-04-01,2006,4,Apr,"Clothing, footwear and personal accessory retailing",1290.5
2006-05-01,2006,5,May,"Clothing, footwear and personal accessory retailing",1349.0
2006-06-01,2006,6,Jun,"Clothing, footwear and personal accessory retailing",1346.9
2006-07-01,2006,7,Jul,"Clothing, footwear and personal accessory retailing",1304.0
2006-08-01,2006,8,Aug,"Clothing, footwear and personal accessory retailing",1324.9
2006-09-01,2006,9,Sep,"Clothing, footwear and personal accessory retailing",1384.2
2006-10-01,2006,10,Oct,"Clothing, footwear and personal accessory retailing",1464.3
2006-11-01,2006,11,Nov,"Clothing, footwear and personal accessory retailing",1486.1
2006-12-01,2006,12,Dec,"Clothing, footwear and personal accessory retailing",2056.6
2007-01-01,2007,1,Jan,"Clothing, footwear and personal accessory retailing",1354.6
2007-02-01,2007,2,Feb,"Clothing, footwear and personal accessory retailing",1165.0
2007-03-01,2007,3,Mar,"Clothing, footwear and personal accessory retailing",1368.3
2007-04-01,2007,4,Apr,"Clothing, footwear and personal accessory retailing",1359.1
2007-05-01,2007,5,May,"Clothing, footwear and personal accessory retailing",1430.3
2007-06-01,2007,6,Jun,"Clothing, footwear and personal accessory retailing",1461.5
2007-07-01,2007,7,Jul,"Clothing, footwear and personal accessory retailing",1427.6
2007-08-01,2007,8,Aug,"Clothing, footwear and personal accessory retailing",1406.8
2007-09-01,2007,9,Sep,"Clothing, footwear and personal accessory retailing",1459.1
2007-10-01,2007,10,Oct,"Clothing, footwear and personal accessory retailing",1561.1
2007-11-01,2007,11,Nov,"Clothing, footwear and personal accessory retailing",1617.8
2007-12-01,2007,12,Dec,"Clothing, footwear and personal accessory retailing",2204.2
2008-01-01,2008,1,Jan,"Clothing, footwear and personal accessory retailing",1461.1
2008-02-01,2008,2,Feb,"Clothing, footwear and personal accessory retailing",1278.1
2008-03-01,2008,3,Mar,"Clothing, footwear and personal accessory retailing",1353.9
2008-04-01,2008,4,Apr,"Clothing, footwear and personal accessory retailing",1486.7
2008-05-01,2008,5,May,"Clothing, footwear and personal accessory retailing",1541.9
2008-06-01,2008,6,Jun,"Clothing, footwear and personal accessory retailing",1402.5
2008-07-01,2008,7,Jul,"Clothing, footwear and personal accessory retailing",1460.4
2008-08-01,2008,8,Aug,"Clothing, footwear and personal accessory retailing",1419.4
2008-09-01,2008,9,Sep,"Clothing, footwear and personal accessory retailing",1468.3
2008-10-01,2008,10,Oct,"Clothing, footwear and personal accessory retailing",1547.4
2008-11-01,2008,11,Nov,"Clothing, footwear and personal accessory retailing",1594.1
2008-12-01,2008,12,Dec,"Clothing, footwear and personal accessory retailing",2308.7
2009-01-01,2009,1,Jan,"Clothing, footwear and personal accessory retailing",1543.2
2009-02-01,2009,2,Feb,"Clothing, footwear and personal accessory retailing",1259.1
2009-03-01,2009,3,Mar,"Clothing, footwear and personal accessory retailing",1518.6
2009-04-01,2009,4,Apr,"Clothing, footwear and personal accessory retailing",1579.8
2009-05-01,2009,5,May,"Clothing, footwear and personal accessory retailing",1709.3
2009-06-01,2009,6,Jun,"Clothing, footwear and personal accessory retailing",1568.0
2009-07-01,2009,7,Jul,"Clothing, footwear and personal accessory retailing",1514.7
2009-08-01,2009,8,Aug,"Clothing, footwear and personal accessory retailing",1498.2
2009-09-01,2009,9,Sep,"Clothing, footwear and personal accessory retailing",1537.2
2009-10-01,2009,10,Oct,"Clothing, footwear and personal accessory retailing",1631.4
2009-11-01,2009,11,Nov,"Clothing, footwear and personal accessory retailing",1692.5
2009-12-01,2009,12,Dec,"Clothing, footwear and personal accessory retailing",2493.6
2010-01-01,2010,1,Jan,"Clothing, footwear and personal accessory retailing",1545.9
2010-02-01,2010,2,Feb,"Clothing, footwear and personal accessory retailing",1273.6
2010-03-01,2010,3,Mar,"Clothing, footwear and personal accessory retailing",1452.3
2010-04-01,2010,4,Apr,"Clothing, footwear and personal accessory retailing",1507.5
2010-05-01,2010,5,May,"Clothing, footwear and personal accessory retailing",1653.6
2010-06-01,2010,6,Jun,"Clothing, footwear and personal accessory retailing",1558.6
2010-07-01,2010,7,Jul,"Clothing, footwear and personal accessory retailing",1579.0
2010-08-01,2010,8,Aug,"Clothing, footwear and personal accessory retailing",1511.0
2010-09-01,2010,9,Sep,"Clothing, footwear and personal accessory retailing",1610.1
2010-10-01,2010,10,Oct,"Clothing, footwear and personal accessory retailing",1594.6
2010-11-01,2010,11,Nov,"Clothing, footwear and personal accessory retailing",1656.3
2010-12-01,2010,12,Dec,"Clothing, footwear and personal accessory retailing",2546.8
2011-01-01,2011,1,Jan,"Clothing, footwear and personal accessory retailing",1499.0
2011-02-01,2011,2,Feb,"Clothing, footwear and personal accessory retailing",1291.8
2011-03-01,2011,3,Mar,"Clothing, footwear and personal accessory retailing",1478.2
2011-04-01,2011,4,Apr,"Clothing, footwear and personal accessory retailing",1549.9
2011-05-01,2011,5,May,"Clothing, footwear and personal accessory retailing",1626.1
2011-06-01,2011,6,Jun,"Clothing, footwear and personal accessory retailing",1545.9
2011-07-01,2011,7,Jul,"Clothing, footwear and personal accessory retailing",1456.2
2011-08-01,2011,8,Aug,"Clothing, footwear and personal accessory retailing",1420.7
2011-09-01,2011,9,Sep,"Clothing, footwear and personal accessory retailing",1500.0
2011-10-01,2011,10,Oct,"Clothing, footwear and personal accessory retailing",1566.6
2011-11-01,2011,11,Nov,"Clothing, footwear and personal accessory retailing",1612.0
2011-12-01,2011,12,Dec,"Clothing, footwear and personal accessory retailing",2577.1
2012-01-01,2012,1,Jan,"Clothing, footwear and personal accessory retailing",1536.3
2012-02-01,2012,2,Feb,"Clothing, footwear and personal accessory retailing",1308.8
2012-03-01,2012,3,Mar,"Clothing, footwear and personal accessory retailing",1511.5
2012-04-01,2012,4,Apr,"Clothing, footwear and personal accessory retailing",1517.7
2012-05-01,2012,5,May,"Clothing, footwear and personal accessory retailing",1695.7
2012-06-01,2012,6,Jun,"Clothing, footwear and personal accessory retailing",1647.6
2012-07-01,2012,7,Jul,"Clothing, footwear and personal accessory retailing",1546.9
2012-08-01,2012,8,Aug,"Clothing, footwear and personal accessory retailing",1531.4
2012-09-01,2012,9,Sep,"Clothing, footwear and personal accessory retailing",1565.6
2012-10-01,2012,10,Oct,"Clothing, footwear and personal accessory retailing",1619.9
2012-11-01,2012,11,Nov,"Clothing, footwear and personal accessory retailing",1682.8
2012-12-01,2012,12,Dec,"Clothing, footwear and personal accessory retailing",2615.7
2013-01-01,2013,1,Jan,"Clothing, footwear and personal accessory retailing",1613.2
2013-02-01,2013,2,Feb,"Clothing, footwear and personal accessory retailing",1348.1
2013-03-01,2013,3,Mar,"Clothing, footwear and personal accessory retailing",1448.8
2013-04-01,2013,4,Apr,"Clothing, footwear and personal accessory retailing",1578.0
2013-05-01,2013,5,May,"Clothing, footwear and personal accessory retailing",1718.0
2013-06-01,2013,6,Jun,"Clothing, footwear and personal accessory retailing",1641.1
2013-07-01,2013,7,Jul,"Clothing, footwear and personal accessory retailing",1592.9
2013-08-01,2013,8,Aug,"Clothing, footwear and personal accessory retailing",1618.4
2013-09-01,2013,9,Sep,"Clothing, footwear and personal accessory retailing",1676.6
2013-10-01,2013,10,Oct,"Clothing, footwear and personal accessory retailing",1791.4
2013-11-01,2013,11,Nov,"Clothing, footwear and personal accessory retailing",1879.7
2013-12-01,2013,12,Dec,"Clothing, footwear and personal accessory retailing",2761.9
2014-01-01,2014,1,Jan,"Clothing, footwear and personal accessory retailing",1718.2
2014-02-01,2014,2,Feb,"Clothing, footwear and personal accessory retailing",1416.4
2014-03-01,2014,3,Mar,"Clothing, footwear and personal accessory retailing",1609.5
2014-04-01,2014,4,Apr,"Clothing, footwear and personal accessory retailing",1656.5
2014-05-01,2014,5,May,"Clothing, footwear and personal accessory retailing",1780.5
2014-06-01,2014,6,Jun,"Clothing, footwear and personal accessory retailing",1680.8
2014-07-01,2014,7,Jul,"Clothing, footwear and personal accessory retailing",1649.0
2014-08-01,2014,8,Aug,"Clothing, footwear and personal accessory retailing",1604.1
2014-09-01,2014,9,Sep,"Clothing, footwear and personal accessory retailing",1691.2
2014-10-01,2014,10,Oct,"Clothing, footwear and personal accessory retailing",1791.5
2014-11-01,2014,11,Nov,"Clothing, footwear and personal accessory retailing",1821.0
2014-12-01,2014,12,Dec,"Clothing, footwear and personal accessory retailing",2907.0
2015-01-01,2015,1,Jan,"Clothing, footwear and personal accessory retailing",1796.2
2015-02-01,2015,2,Feb,"Clothing, footwear and personal accessory retailing",1456.2
2015-03-01,2015,3,Mar,"Clothing, footwear and personal accessory retailing",1702.0
2015-04-01,2015,4,Apr,"Clothing, footwear and personal accessory retailing",1793.4
2015-05-01,2015,5,May,"Clothing, footwear and personal accessory retailing",1891.2
2015-06-01,2015,6,Jun,"Clothing, footwear and personal accessory retailing",1774.7
2015-07-01,2015,7,Jul,"Clothing, footwear and personal accessory retailing",1788.5
2015-08-01,2015,8,Aug,"Clothing, footwear and personal accessory retailing",1697.1
2015-09-01,2015,9,Sep,"Clothing, footwear and personal accessory retailing",1790.1
2015-10-01,2015,10,Oct,"Clothing, footwear and personal accessory retailing",1888.5
2015-11-01,2015,11,Nov,"Clothing, footwear and personal accessory retailing",1915.6
2015-12-01,2015,12,Dec,"Clothing, footwear and personal accessory retailing",3079.9
2016-01-01,2016,1,Jan,"Clothing, footwear and personal accessory retailing",1875.7
2016-02-01,2016,2,Feb,"Clothing, footwear and personal accessory retailing",1598.7
2016-03-01,2016,3,Mar,"Clothing, footwear and personal accessory retailing",1780.6
2016-04-01,2016,4,Apr,"Clothing, footwear and personal accessory retailing",1924.6
2016-05-01,2016,5,May,"Clothing, footwear and personal accessory retailing",1926.7
2016-06-01,2016,6,Jun,"Clothing, footwear and personal accessory retailing",1967.1
2016-07-01,2016,7,Jul,"Clothing, footwear and personal accessory retailing",1876.1
2016-08-01,2016,8,Aug,"Clothing, footwear and personal accessory retailing",1806.3
2016-09-01,2016,9,Sep,"Clothing, footwear and personal accessory retailing",1896.8
2016-10-01,2016,10,Oct,"Clothing, footwear and personal accessory retailing",1937.8
2016-11-01,2016,11,Nov,"Clothing, footwear and personal accessory retailing",2057.1
2016-12-01,2016,12,Dec,"Clothing, footwear and personal accessory retailing",3330.5
2017-01-01,2017,1,Jan,"Clothing, footwear and personal accessory retailing",1939.7
2017-02-01,2017,2,Feb,"Clothing, footwear and personal accessory retailing",1558.9
2017-03-01,2017,3,Mar,"Clothing, footwear and personal accessory retailing",1826.7
2017-04-01,2017,4,Apr,"Clothing, footwear and personal accessory retailing",1885.8
2017-05-01,2017,5,May,"Clothing, footwear and personal accessory retailing",2024.2
2017-06-01,2017,6,Jun,"Clothing, footwear and personal accessory retailing",1988.3
2017-07-01,2017,7,Jul,"Clothing, footwear and personal accessory retailing",1896.4
2017-08-01,2017,8,Aug,"Clothing, footwear and personal accessory retailing",1839.3
2017-09-01,2017,9,Sep,"Clothing, footwear and personal accessory retailing",1891.6
2017-10-01,2017,10,Oct,"Clothing, footwear and personal accessory retailing",1948.2
2017-11-01,2017,11,Nov,"Clothing, footwear and personal accessory retailing",2139.4
2017-12-01,2017,12,Dec,"Clothing, footwear and personal accessory retailing",3297.7
2018-01-01,2018,1,Jan,"Clothing, footwear and personal accessory retailing",1967.4
2018-02-01,2018,2,Feb,"Clothing, footwear and personal accessory retailing",1632.2
2018-03-01,2018,3,Mar,"Clothing, footwear and personal accessory retailing",1884.8
2018-04-01,2018,4,Apr,"Clothing, footwear and personal accessory retailing",1913.2
2018-05-01,2018,5,May,"Clothing, footwear and personal accessory retailing",2123.9
2018-06-01,2018,6,Jun,"Clothing, footwear and personal accessory retailing",2099.3
2018-07-01,2018,7,Jul,"Clothing, footwear and personal accessory retailing",1918.7
2018-08-01,2018,8,Aug,"Clothing, footwear and personal accessory retailing",1919.5
2018-09-01,2018,9,Sep,"Clothing, footwear and personal accessory retailing",1915.4
2018-10-01,2018,10,Oct,"Clothing, footwear and personal accessory retailing",2082.5
2018-11-01,2018,11,Nov,"Clothing, footwear and personal accessory retailing",2268.7
2018-12-01,2018,12,Dec,"Clothing, footwear and personal accessory retailing",3351.8
2019-01-01,2019,1,Jan,"Clothing, footwear and personal accessory retailing",2027.6
2019-02-01,2019,2,Feb,"Clothing, footwear and personal accessory retailing",1690.8
2019-03-01,2019,3,Mar,"Clothing, footwear and personal accessory retailing",1970.6
2019-04-01,2019,4,Apr,"Clothing, footwear and personal accessory retailing",1996.7
2019-05-01,2019,5,May,"Clothing, footwear and personal accessory retailing",2167.9
2019-06-01,2019,6,Jun,"Clothing, footwear and personal accessory retailing",2134.9
2019-07-01,2019,7,Jul,"Clothing, footwear and personal accessory retailing",2005.3
2019-08-01,2019,8,Aug,"Clothing, footwear and personal accessory retailing",2030.1
2019-09-01,2019,9,Sep,"Clothing, footwear and personal accessory retailing",1981.3
2019-10-01,2019,10,Oct,"Clothing, footwear and personal accessory retailing",2126.9
2019-11-01,2019,11,Nov,"Clothing, footwear and personal accessory retailing",2404.0
2019-12-01,2019,12,Dec,"Clothing, footwear and personal accessory retailing",3474.3
2020-01-01,2020,1,Jan,"Clothing, footwear and personal accessory retailing",2086.8
2020-02-01,2020,2,Feb,"Clothing, footwear and personal accessory retailing",1718.2
2020-03-01,2020,3,Mar,"Clothing, footwear and personal accessory retailing",1452.4
2020-04-01,2020,4,Apr,"Clothing, footwear and personal accessory retailing",703.9
2020-05-01,2020,5,May,"Clothing, footwear and personal accessory retailing",1740.7
2020-06-01,2020,6,Jun,"Clothing, footwear and personal accessory retailing",2055.3
2020-07-01,2020,7,Jul,"Clothing, footwear and personal accessory retailing",2104.2
2020-08-01,2020,8,Aug,"Clothing, footwear and personal accessory retailing",1798.0
2020-09-01,2020,9,Sep,"Clothing, footwear and personal accessory retailing",1821.5
2020-10-01,2020,10,Oct,"Clothing, footwear and personal accessory retailing",2083.7
2020-11-01,2020,11,Nov,"Clothing, footwear and personal accessory retailing",2757.6
2020-12-01,2020,12,Dec,"Clothing, footwear and personal accessory retailing",3868.9
2021-01-01,2021,1,Jan,"Clothing, footwear and personal accessory retailing",2237.5
2021-02-01,2021,2,Feb,"Clothing, footwear and personal accessory retailing",1872.8
2021-03-01,2021,3,Mar,"Clothing, footwear and personal accessory retailing",2297.3
2021-04-01,2021,4,Apr,"Clothing, footwear and personal accessory retailing",2387.6
2021-05-01,2021,5,May,"Clothing, footwear and personal accessory retailing",2519.6
2021-06-01,2021,6,Jun,"Clothing, footwear and personal accessory retailing",2265.2
2021-07-01,2021,7,Jul,"Clothing, footwear and personal accessory retailing",1841.5
2021-08-01,2021,8,Aug,"Clothing, footwear and personal accessory retailing",1471.6
2021-09-01,2021,9,Sep,"Clothing, footwear and personal accessory retailing",1616.5
2021-10-01,2021,10,Oct,"Clothing, footwear and personal accessory retailing",2173.8
2021-11-01,2021,11,Nov,"Clothing, footwear and personal accessory retailing",3241.0
