date,year,month,month_name,category,turnover_m
2023-02-01,2023,2,Feb,Department stores,1356.7
2023-03-01,2023,3,Mar,Department stores,1674.2
2023-04-01,2023,4,Apr,Department stores,1820.6
2023-05-01,2023,5,May,Department stores,1833.5
2023-06-01,2023,6,Jun,Department stores,1777.5
2023-07-01,2023,7,Jul,Department stores,1740.5
2023-08-01,2023,8,Aug,Department stores,1629.2
2023-09-01,2023,9,Sep,Department stores,1782.4
2023-10-01,2023,10,Oct,Department stores,1832.3
2023-11-01,2023,11,Nov,Department stores,2363.7
2023-12-01,2023,12,Dec,Department stores,3189.0
2024-01-01,2024,1,Jan,Department stores,1672.6
2024-02-01,2024,2,Feb,Department stores,1435.1
2024-03-01,2024,3,Mar,Department stores,1729.1
2024-04-01,2024,4,Apr,Department stores,1728.6
2024-05-01,2024,5,May,Department stores,1806.4
2024-06-01,2024,6,Jun,Department stores,1859.0
2024-07-01,2024,7,Jul,Department stores,1746.4
2024-08-01,2024,8,Aug,Department stores,1699.7
2024-09-01,2024,9,Sep,Department stores,1718.4
2024-10-01,2024,10,Oct,Department stores,1862.0
2024-11-01,2024,11,Nov,Department stores,2380.5
2024-12-01,2024,12,Dec,Department stores,3216.1
2025-01-01,2025,1,Jan,Department stores,1726.0
2025-02-01,2025,2,Feb,Department stores,1435.0
2025-03-01,2025,3,Mar,Department stores,1732.7
2025-04-01,2025,4,Apr,Department stores,1774.5
2025-05-01,2025,5,May,Department stores,1889.6
2025-06-01,2025,6,Jun,Department stores,1961.1
1982-04-01,1982,4,Apr,Food retailing,1162.6
1982-05-01,1982,5,May,Food retailing,1150.9
1982-06-01,1982,6,Jun,Food retailing,1160.0
1982-07-01,1982,7,Jul,Food retailing,1206.4
1982-08-01,1982,8,Aug,Food retailing,1152.5
1982-09-01,1982,9,Sep,Food retailing,1189.1
1982-10-01,1982,10,Oct,Food retailing,1247.4
1982-11-01,1982,11,Nov,Food retailing,1280.7
1982-12-01,1982,12,Dec,Food retailing,1483.7
1983-01-01,1983,1,Jan,Food retailing,1202.8
1983-02-01,1983,2,Feb,Food retailing,1224.2
1983-03-01,1983,3,Mar,Food retailing,1332.4
1983-04-01,1983,4,Apr,Food retailing,1270.9
1983-05-01,1983,5,May,Food retailing,1251.7
1983-06-01,1983,6,Jun,Food retailing,1269.3
1983-07-01,1983,7,Jul,Food retailing,1292.8
1983-08-01,1983,8,Aug,Food retailing,1337.0
1983-09-01,1983,9,Sep,Food retailing,1322.8
1983-10-01,1983,10,Oct,Food retailing,1355.4
1983-11-01,1983,11,Nov,Food retailing,1410.9
1983-12-01,1983,12,Dec,Food retailing,1642.3
1984-01-01,1984,1,Jan,Food retailing,1314.5
1984-02-01,1984,2,Feb,Food retailing,1335.4
1984-03-01,1984,3,Mar,Food retailing,1388.8
1984-04-01,1984,4,Apr,Food retailing,1346.5
1984-05-01,1984,5,May,Food retailing,1404.3
1984-06-01,1984,6,Jun,Food retailing,1367.6
1984-07-01,1984,7,Jul,Food retailing,1361.6
1984-08-01,1984,8,Aug,Food retailing,1436.7
1984-09-01,1984,9,Sep,Food retailing,1355.6
1984-10-01,1984,10,Oct,Food retailing,1462.7
1984-11-01,1984,11,Nov,Food retailing,1501.4
1984-12-01,1984,12,Dec,Food retailing,1686.6
1985-01-01,1985,1,Jan,Food retailing,1484.7
1985-02-01,1985,2,Feb,Food retailing,1397.0
1985-03-01,1985,3,Mar,Food retailing,1495.0
1985-04-01,1985,4,Apr,Food retailing,1474.9
1985-05-01,1985,5,May,Food retailing,1556.8
1985-06-01,1985,6,Jun,Food retailing,1453.7
1985-07-01,1985,7,Jul,Food retailing,1558.6
1985-08-01,1985,8,Aug,Food retailing,1585.7
1985-09-01,1985,9,Sep,Food retailing,1518.0
1985-10-01,1985,10,Oct,Food retailing,1655.7
1985-11-01,1985,11,Nov,Food retailing,1667.3
1985-12-01,1985,12,Dec,Food retailing,1867.3
1986-01-01,1986,1,Jan,Food retailing,1674.4
1986-02-01,1986,2,Feb,Food retailing,1558.5
1986-03-01,1986,3,Mar,Food retailing,1676.6
1986-04-01,1986,4,Apr,Food retailing,1643.7
1986-05-01,1986,5,May,Food retailing,1746.5
1986-06-01,1986,6,Jun,Food retailing,1638.5
1986-07-01,1986,7,Jul,Food retailing,1721.8
1986-08-01,1986,8,Aug,Food retailing,1720.9
1986-09-01,1986,9,Sep,Food retailing,1705.7
1986-10-01,1986,10,Oct,Food retailing,1816.4
1986-11-01,1986,11,Nov,Food retailing,1774.7
1986-12-01,1986,12,Dec,Food retailing,2073.6
1987-01-01,1987,1,Jan,Food retailing,1830.7
1987-02-01,1987,2,Feb,Food retailing,1710.1
1987-03-01,1987,3,Mar,Food retailing,1791.0
1987-04-01,1987,4,Apr,Food retailing,1824.4
1987-05-01,1987,5,May,Food retailing,1823.3
1987-06-01,1987,6,Jun,Food retailing,1761.9
1987-07-01,1987,7,Jul,Food retailing,1856.9
1987-08-01,1987,8,Aug,Food retailing,1821.0
1987-09-01,1987,9,Sep,Food retailing,1830.0
1987-10-01,1987,10,Oct,Food retailing,1942.4
1987-11-01,1987,11,Nov,Food retailing,1885.9
1987-12-01,1987,12,Dec,Food retailing,2272.4
1988-01-01,1988,1,Jan,Food retailing,1885.1
1988-02-01,1988,2,Feb,Food retailing,1845.2
1988-03-01,1988,3,Mar,Food retailing,2021.6
1988-04-01,1988,4,Apr,Food retailing,1937.5
1988-05-01,1988,5,May,Food retailing,1907.0
1988-06-01,1988,6,Jun,Food retailing,1925.7
1988-07-01,1988,7,Jul,Food retailing,1932.6
1988-08-01,1988,8,Aug,Food retailing,1977.6
1988-09-01,1988,9,Sep,Food retailing,2035.2
1988-10-01,1988,10,Oct,Food retailing,2050.7
1988-11-01,1988,11,Nov,Food retailing,2109.5
1988-12-01,1988,12,Dec,Food retailing,2549.7
1989-01-01,1989,1,Jan,Food retailing,2056.1
1989-02-01,1989,2,Feb,Food retailing,1990.2
1989-03-01,1989,3,Mar,Food retailing,2261.2
1989-04-01,1989,4,Apr,Food retailing,2104.6
1989-05-01,1989,5,May,Food retailing,2139.0
1989-06-01,1989,6,Jun,Food retailing,2170.3
1989-07-01,1989,7,Jul,Food retailing,2163.1
1989-08-01,1989,8,Aug,Food retailing,2255.1
1989-09-01,1989,9,Sep,Food retailing,2262.6
1989-10-01,1989,10,Oct,Food retailing,2221.7
1989-11-01,1989,11,Nov,Food retailing,2327.5
1989-12-01,1989,12,Dec,Food retailing,2788.4
1990-01-01,1990,1,Jan,Food retailing,2277.4
1990-02-01,1990,2,Feb,Food retailing,2185.3
1990-03-01,1990,3,Mar,Food retailing,2439.5
1990-04-01,1990,4,Apr,Food retailing,2286.0
1990-05-01,1990,5,May,Food retailing,2382.9
1990-06-01,1990,6,Jun,Food retailing,2361.9
1990-07-01,1990,7,Jul,Food retailing,2302.9
1990-08-01,1990,8,Aug,Food retailing,2469.0
1990-09-01,1990,9,Sep,Food retailing,2307.8
1990-10-01,1990,10,Oct,Food retailing,2442.4
1990-11-01,1990,11,Nov,Food retailing,2553.4
1990-12-01,1990,12,Dec,Food retailing,2887.2
1991-01-01,1991,1,Jan,Food retailing,2551.9
1991-02-01,1991,2,Feb,Food retailing,2341.5
1991-03-01,1991,3,Mar,Food retailing,2593.6
1991-04-01,1991,4,Apr,Food retailing,2402.9
1991-05-01,1991,5,May,Food retailing,2584.5
1991-06-01,1991,6,Jun,Food retailing,2410.0
1991-07-01,1991,7,Jul,Food retailing,2540.0
1991-08-01,1991,8,Aug,Food retailing,2684.0
1991-09-01,1991,9,Sep,Food retailing,2452.1
1991-10-01,1991,10,Oct,Food retailing,2679.6
1991-11-01,1991,11,Nov,Food retailing,2693.4
1991-12-01,1991,12,Dec,Food retailing,2984.8
1992-01-01,1992,1,Jan,Food retailing,2684.5
1992-02-01,1992,2,Feb,Food retailing,2562.4
1992-03-01,1992,3,Mar,Food retailing,2643.1
1992-04-01,1992,4,Apr,Food retailing,2707.1
1992-05-01,1992,5,May,Food retailing,2697.5
1992-06-01,1992,6,Jun,Food retailing,2584.2
1992-07-01,1992,7,Jul,Food retailing,2754.7
1992-08-01,1992,8,Aug,Food retailing,2670.5
1992-09-01,1992,9,Sep,Food retailing,2665.6
1992-10-01,1992,10,Oct,Food retailing,2858.5
1992-11-01,1992,11,Nov,Food retailing,2700.6
1992-12-01,1992,12,Dec,Food retailing,3221.5
1993-01-01,1993,1,Jan,Food retailing,2789.1
1993-02-01,1993,2,Feb,Food retailing,2610.6
1993-03-01,1993,3,Mar,Food retailing,2795.8
1993-04-01,1993,4,Apr,Food retailing,2832.7
1993-05-01,1993,5,May,Food retailing,2773.6
1993-06-01,1993,6,Jun,Food retailing,2714.1
1993-07-01,1993,7,Jul,Food retailing,2876.2
1993-08-01,1993,8,Aug,Food retailing,2734.0
1993-09-01,1993,9,Sep,Food retailing,2805.7
1993-10-01,1993,10,Oct,Food retailing,2901.8
1993-11-01,1993,11,Nov,Food retailing,2872.4
1993-12-01,1993,12,Dec,Food retailing,3433.4
1994-01-01,1994,1,Jan,Food retailing,2834.4
1994-02-01,1994,2,Feb,Food retailing,2724.2
1994-03-01,1994,3,Mar,Food retailing,3048.7
1994-04-01,1994,4,Apr,Food retailing,2837.4
1994-05-01,1994,5,May,Food retailing,2848.7
1994-06-01,1994,6,Jun,Food retailing,2869.9
1994-07-01,1994,7,Jul,Food retailing,2953.3
1994-08-01,1994,8,Aug,Food retailing,2964.7
1994-09-01,1994,9,Sep,Food retailing,3013.5
1994-10-01,1994,10,Oct,Food retailing,3081.6
1994-11-01,1994,11,Nov,Food retailing,3082.7
1994-12-01,1994,12,Dec,Food retailing,3700.0
1995-01-01,1995,1,Jan,Food retailing,3063.0
1995-02-01,1995,2,Feb,Food retailing,2949.1
1995-03-01,1995,3,Mar,Food retailing,3244.4
1995-04-01,1995,4,Apr,Food retailing,3151.0
1995-05-01,1995,5,May,Food retailing,3200.0
1995-06-01,1995,6,Jun,Food retailing,3179.6
1995-07-01,1995,7,Jul,Food retailing,3212.0
1995-08-01,1995,8,Aug,Food retailing,3342.3
1995-09-01,1995,9,Sep,Food retailing,3301.7
1995-10-01,1995,10,Oct,Food retailing,3369.8
1995-11-01,1995,11,Nov,Food retailing,3485.3
1995-12-01,1995,12,Dec,Food retailing,3996.9
1996-01-01,1996,1,Jan,Food retailing,3357.2
1996-02-01,1996,2,Feb,Food retailing,3339.0
1996-03-01,1996,3,Mar,Food retailing,3468.7
1996-04-01,1996,4,Apr,Food retailing,3346.5
1996-05-01,1996,5,May,Food retailing,3515.8
1996-06-01,1996,6,Jun,Food retailing,3329.3
1996-07-01,1996,7,Jul,Food retailing,3433.3
1996-08-01,1996,8,Aug,Food retailing,3577.3
1996-09-01,1996,9,Sep,Food retailing,3377.2
1996-10-01,1996,10,Oct,Food retailing,3648.3
1996-11-01,1996,11,Nov,Food retailing,3649.2
1996-12-01,1996,12,Dec,Food retailing,4034.4
1997-01-01,1997,1,Jan,Food retailing,3688.2
1997-02-01,1997,2,Feb,Food retailing,3363.0
1997-03-01,1997,3,Mar,Food retailing,3676.9
1997-04-01,1997,4,Apr,Food retailing,3480.1
1997-05-01,1997,5,May,Food retailing,3682.6
1997-06-01,1997,6,Jun,Food retailing,3414.8
1997-07-01,1997,7,Jul,Food retailing,3652.3
1997-08-01,1997,8,Aug,Food retailing,3669.0
1997-09-01,1997,9,Sep,Food retailing,3585.7
1997-10-01,1997,10,Oct,Food retailing,3879.4
1997-11-01,1997,11,Nov,Food retailing,3794.0
1997-12-01,1997,12,Dec,Food retailing,4339.8
1998-01-01,1998,1,Jan,Food retailing,3973.8
1998-02-01,1998,2,Feb,Food retailing,3571.6
1998-03-01,1998,3,Mar,Food retailing,3799.6
1998-04-01,1998,4,Apr,Food retailing,3832.3
1998-05-01,1998,5,May,Food retailing,3882.4
1998-06-01,1998,6,Jun,Food retailing,3705.2
1998-07-01,1998,7,Jul,Food retailing,3951.3
1998-08-01,1998,8,Aug,Food retailing,3888.9
1998-09-01,1998,9,Sep,Food retailing,3897.8
1998-10-01,1998,10,Oct,Food retailing,4213.3
1998-11-01,1998,11,Nov,Food retailing,4003.3
1998-12-01,1998,12,Dec,Food retailing,4690.1
1999-01-01,1999,1,Jan,Food retailing,4218.6
1999-02-01,1999,2,Feb,Food retailing,3844.3
1999-03-01,1999,3,Mar,Food retailing,4250.9
1999-04-01,1999,4,Apr,Food retailing,4091.1
1999-05-01,1999,5,May,Food retailing,4079.0
1999-06-01,1999,6,Jun,Food retailing,3961.9
1999-07-01,1999,7,Jul,Food retailing,4239.4
1999-08-01,1999,8,Aug,Food retailing,4117.8
1999-09-01,1999,9,Sep,Food retailing,4184.0
1999-10-01,1999,10,Oct,Food retailing,4373.6
1999-11-01,1999,11,Nov,Food retailing,4273.0
1999-12-01,1999,12,Dec,Food retailing,5099.8
2000-01-01,2000,1,Jan,Food retailing,4247.2
2000-02-01,2000,2,Feb,Food retailing,4069.7
2000-03-01,2000,3,Mar,Food retailing,4353.4
2000-04-01,2000,4,Apr,Food retailing,4174.4
2000-05-01,2000,5,May,Food retailing,4161.7
2000-06-01,2000,6,Jun,Food retailing,4175.1
2000-07-01,2000,7,Jul,Food retailing,4221.2
2000-08-01,2000,8,Aug,Food retailing,4362.9
2000-09-01,2000,9,Sep,Food retailing,4315.6
2000-10-01,2000,10,Oct,Food retailing,4384.7
2000-11-01,2000,11,Nov,Food retailing,4450.9
2000-12-01,2000,12,Dec,Food retailing,5194.1
2001-01-01,2001,1,Jan,Food retailing,4486.2
2001-02-01,2001,2,Feb,Food retailing,4221.3
2001-03-01,2001,3,Mar,Food retailing,4699.1
2001-04-01,2001,4,Apr,Food retailing,4497.1
2001-05-01,2001,5,May,Food retailing,4603.0
2001-06-01,2001,6,Jun,Food retailing,4458.2
2001-07-01,2001,7,Jul,Food retailing,4532.8
2001-08-01,2001,8,Aug,Food retailing,4745.1
2001-09-01,2001,9,Sep,Food retailing,4606.5
2001-10-01,2001,10,Oct,Food retailing,4863.1
2001-11-01,2001,11,Nov,Food retailing,4941.5
2001-12-01,2001,12,Dec,Food retailing,5543.0
2002-01-01,2002,1,Jan,Food retailing,5044.6
2002-02-01,2002,2,Feb,Food retailing,4559.4
2002-03-01,2002,3,Mar,Food retailing,5098.2
2002-04-01,2002,4,Apr,Food retailing,4747.6
2002-05-01,2002,5,May,Food retailing,5028.5
2002-06-01,2002,6,Jun,Food retailing,4716.1
2002-07-01,2002,7,Jul,Food retailing,4971.5
2002-08-01,2002,8,Aug,Food retailing,5145.5
2002-09-01,2002,9,Sep,Food retailing,4912.5
2002-10-01,2002,10,Oct,Food retailing,5283.5
2002-11-01,2002,11,Nov,Food retailing,5300.6
2002-12-01,2002,12,Dec,Food retailing,5862.1
2003-01-01,2003,1,Jan,Food retailing,5402.8
2003-02-01,2003,2,Feb,Food retailing,4861.0
2003-03-01,2003,3,Mar,Food retailing,5280.2
2003-04-01,2003,4,Apr,Food retailing,5171.5
2003-05-01,2003,5,May,Food retailing,5316.3
2003-06-01,2003,6,Jun,Food retailing,4895.4
2003-07-01,2003,7,Jul,Food retailing,5296.9
2003-08-01,2003,8,Aug,Food retailing,5286.8
2003-09-01,2003,9,Sep,Food retailing,5192.1
2003-10-01,2003,10,Oct,Food retailing,5583.9
2003-11-01,2003,11,Nov,Food retailing,5498.8
2003-12-01,2003,12,Dec,Food retailing,6269.7
2004-01-01,2004,1,Jan,Food retailing,5769.9
2004-02-01,2004,2,Feb,Food retailing,5311.8
2004-03-01,2004,3,Mar,Food retailing,5602.4
2004-04-01,2004,4,Apr,Food retailing,5627.7
2004-05-01,2004,5,May,Food retailing,5542.3
2004-06-01,2004,6,Jun,Food retailing,5406.3
2004-07-01,2004,7,Jul,Food retailing,5722.7
2004-08-01,2004,8,Aug,Food retailing,5569.3
2004-09-01,2004,9,Sep,Food retailing,5622.8
2004-10-01,2004,10,Oct,Food retailing,5819.7
2004-11-01,2004,11,Nov,Food retailing,5753.4
2004-12-01,2004,12,Dec,Food retailing,6753.1
2005-01-01,2005,1,Jan,Food retailing,5710.3
2005-02-01,2005,2,Feb,Food retailing,5336.4
2005-03-01,2005,3,Mar,Food retailing,5936.5
2005-04-01,2005,4,Apr,Food retailing,5710.9
2005-05-01,2005,5,May,Food retailing,5661.0
2005-06-01,2005,6,Jun,Food retailing,5582.8
2005-07-01,2005,7,Jul,Food retailing,5888.5
2005-08-01,2005,8,Aug,Food retailing,5929.6
2005-09-01,2005,9,Sep,Food retailing,5931.4
2005-10-01,2005,10,Oct,Food retailing,6100.1
2005-11-01,2005,11,Nov,Food retailing,6071.2
2005-12-01,2005,12,Dec,Food retailing,7083.5
2006-01-01,2006,1,Jan,Food retailing,6113.6
2006-02-01,2006,2,Feb,Food retailing,5704.1
2006-03-01,2006,3,Mar,Food retailing,6335.1
2006-04-01,2006,4,Apr,Food retailing,6139.3
2006-05-01,2006,5,May,Food retailing,6133.3
2006-06-01,2006,6,Jun,Food retailing,6071.6
2006-07-01,2006,7,Jul,Food retailing,6197.4
2006-08-01,2006,8,Aug,Food retailing,6368.5
2006-09-01,2006,9,Sep,Food retailing,6296.9
2006-10-01,2006,10,Oct,Food retailing,6567.2
2006-11-01,2006,11,Nov,Food retailing,6614.2
2006-12-01,2006,12,Dec,Food retailing,7569.8
2007-01-01,2007,1,Jan,Food retailing,6638.4
2007-02-01,2007,2,Feb,Food retailing,6172.9
2007-03-01,2007,3,Mar,Food retailing,6863.0
2007-04-01,2007,4,Apr,Food retailing,6600.0
2007-05-01,2007,5,May,Food retailing,6691.7
2007-06-01,2007,6,Jun,Food retailing,6518.0
2007-07-01,2007,7,Jul,Food retailing,6751.1
2007-08-01,2007,8,Aug,Food retailing,7001.1
2007-09-01,2007,9,Sep,Food retailing,6847.4
2007-10-01,2007,10,Oct,Food retailing,7144.7
2007-11-01,2007,11,Nov,Food retailing,7250.0
2007-12-01,2007,12,Dec,Food retailing,8154.3
2008-01-01,2008,1,Jan,Food retailing,7206.3
2008-02-01,2008,2,Feb,Food retailing,6787.8
2008-03-01,2008,3,Mar,Food retailing,7315.8
2008-04-01,2008,4,Apr,Food retailing,6882.6
2008-05-01,2008,5,May,Food retailing,7163.6
2008-06-01,2008,6,Jun,Food retailing,6761.8
2008-07-01,2008,7,Jul,Food retailing,7240.5
2008-08-01,2008,8,Aug,Food retailing,7355.4
2008-09-01,2008,9,Sep,Food retailing,7095.7
2008-10-01,2008,10,Oct,Food retailing,7642.8
2008-11-01,2008,11,Nov,Food retailing,7630.1
2008-12-01,2008,12,Dec,Food retailing,8784.9
2009-01-01,2009,1,Jan,Food retailing,7985.3
2009-02-01,2009,2,Feb,Food retailing,7151.3
2009-03-01,2009,3,Mar,Food retailing,7832.4
2009-04-01,2009,4,Apr,Food retailing,7710.6
2009-05-01,2009,5,May,Food retailing,7763.2
2009-06-01,2009,6,Jun,Food retailing,7399.3
2009-07-01,2009,7,Jul,Food retailing,7725.6
2009-08-01,2009,8,Aug,Food retailing,7807.5
2009-09-01,2009,9,Sep,Food retailing,7635.8
2009-10-01,2009,10,Oct,Food retailing,8109.7
2009-11-01,2009,11,Nov,Food retailing,8204.0
2009-12-01,2009,12,Dec,Food retailing,9249.0
2010-01-01,2010,1,Jan,Food retailing,8093.4
2010-02-01,2010,2,Feb,Food retailing,7243.1
2010-03-01,2010,3,Mar,Food retailing,8017.8
2010-04-01,2010,4,Apr,Food retailing,7835.6
2010-05-01,2010,5,May,Food retailing,7887.6
2010-06-01,2010,6,Jun,Food retailing,7527.9
2010-07-01,2010,7,Jul,Food retailing,8044.4
2010-08-01,2010,8,Aug,Food retailing,7924.7
2010-09-01,2010,9,Sep,Food retailing,7855.4
2010-10-01,2010,10,Oct,Food retailing,8239.5
2010-11-01,2010,11,Nov,Food retailing,8288.1
2010-12-01,2010,12,Dec,Food retailing,9491.8
2011-01-01,2011,1,Jan,Food retailing,8403.6
2011-02-01,2011,2,Feb,Food retailing,7649.6
2011-03-01,2011,3,Mar,Food retailing,8285.0
2011-04-01,2011,4,Apr,Food retailing,8211.3
2011-05-01,2011,5,May,Food retailing,8059.0
2011-06-01,2011,6,Jun,Food retailing,7878.3
2011-07-01,2011,7,Jul,Food retailing,8315.2
2011-08-01,2011,8,Aug,Food retailing,8360.3
2011-09-01,2011,9,Sep,Food retailing,8274.2
2011-10-01,2011,10,Oct,Food retailing,8606.3
2011-11-01,2011,11,Nov,Food retailing,8569.9
2011-12-01,2011,12,Dec,Food retailing,9936.0
2012-01-01,2012,1,Jan,Food retailing,8534.8
2012-02-01,2012,2,Feb,Food retailing,8119.1
2012-03-01,2012,3,Mar,Food retailing,8736.6
2012-04-01,2012,4,Apr,Food retailing,8399.2
2012-05-01,2012,5,May,Food retailing,8450.7
2012-06-01,2012,6,Jun,Food retailing,8269.7
2012-07-01,2012,7,Jul,Food retailing,8500.4
2012-08-01,2012,8,Aug,Food retailing,8787.9
2012-09-01,2012,9,Sep,Food retailing,8582.8
2012-10-01,2012,10,Oct,Food retailing,8982.0
2012-11-01,2012,11,Nov,Food retailing,9048.5
2012-12-01,2012,12,Dec,Food retailing,10262.1
2013-01-01,2013,1,Jan,Food retailing,9067.6
2013-02-01,2013,2,Feb,Food retailing,8264.8
2013-03-01,2013,3,Mar,Food retailing,9272.0
2013-04-01,2013,4,Apr,Food retailing,8614.9
2013-05-01,2013,5,May,Food retailing,8876.5
2013-06-01,2013,6,Jun,Food retailing,8516.9
2013-07-01,2013,7,Jul,Food retailing,8855.8
2013-08-01,2013,8,Aug,Food retailing,9188.1
2013-09-01,2013,9,Sep,Food retailing,8839.1
2013-10-01,2013,10,Oct,Food retailing,9338.4
2013-11-01,2013,11,Nov,Food retailing,9345.9
2013-12-01,2013,12,Dec,Food retailing,10856.4
2014-01-01,2014,1,Jan,Food retailing,9701.6
2014-02-01,2014,2,Feb,Food retailing,8667.9
2014-03-01,2014,3,Mar,Food retailing,9524.6
2014-04-01,2014,4,Apr,Food retailing,9223.9
2014-05-01,2014,5,May,Food retailing,9386.0
2014-06-01,2014,6,Jun,Food retailing,8977.5
2014-07-01,2014,7,Jul,Food retailing,9393.3
2014-08-01,2014,8,Aug,Food retailing,9582.4
2014-09-01,2014,9,Sep,Food retailing,9353.8
2014-10-01,2014,10,Oct,Food retailing,9964.4
2014-11-01,2014,11,Nov,Food retailing,9911.1
2014-12-01,2014,12,Dec,Food retailing,11271.6
2015-01-01,2015,1,Jan,Food retailing,9955.4
2015-02-01,2015,2,Feb,Food retailing,9020.0
2015-03-01,2015,3,Mar,Food retailing,9926.5
2015-04-01,2015,4,Apr,Food retailing,9538.0
2015-05-01,2015,5,May,Food retailing,9707.1
2015-06-01,2015,6,Jun,Food retailing,9217.8
2015-07-01,2015,7,Jul,Food retailing,9718.0
2015-08-01,2015,8,Aug,Food retailing,9834.8
2015-09-01,2015,9,Sep,Food retailing,9645.8
2015-10-01,2015,10,Oct,Food retailing,10319.2
2015-11-01,2015,11,Nov,Food retailing,10128.5
2015-12-01,2015,12,Dec,Food retailing,11731.2
2016-01-01,2016,1,Jan,Food retailing,10244.9
2016-02-01,2016,2,Feb,Food retailing,9556.9
2016-03-01,2016,3,Mar,Food retailing,10354.0
2016-04-01,2016,4,Apr,Food retailing,9727.9
2016-05-01,2016,5,May,Food retailing,9815.2
2016-06-01,2016,6,Jun,Food retailing,9516.5
2016-07-01,2016,7,Jul,Food retailing,9928.5
2016-08-01,2016,8,Aug,Food retailing,10041.9
2016-09-01,2016,9,Sep,Food retailing,10005.7
2016-10-01,2016,10,Oct,Food retailing,10482.6
2016-11-01,2016,11,Nov,Food retailing,10435.7
2016-12-01,2016,12,Dec,Food retailing,12230.1
2017-01-01,2017,1,Jan,Food retailing,10431.5
2017-02-01,2017,2,Feb,Food retailing,9574.6
2017-03-01,2017,3,Mar,Food retailing,10510.3
2017-04-01,2017,4,Apr,Food retailing,10274.1
2017-05-01,2017,5,May,Food retailing,10189.7
2017-06-01,2017,6,Jun,Food retailing,9857.6
2017-07-01,2017,7,Jul,Food retailing,10272.8
2017-08-01,2017,8,Aug,Food retailing,10363.7
2017-09-01,2017,9,Sep,Food retailing,10307.9
2017-10-01,2017,10,Oct,Food retailing,10710.9
2017-11-01,2017,11,Nov,Food retailing,10780.7
2017-12-01,2017,12,Dec,Food retailing,12552.1
2018-01-01,2018,1,Jan,Food retailing,10713.3
2018-02-01,2018,2,Feb,Food retailing,9833.2
2018-03-01,2018,3,Mar,Food retailing,11188.4
2018-04-01,2018,4,Apr,Food retailing,10354.1
2018-05-01,2018,5,May,Food retailing,10645.2
2018-06-01,2018,6,Jun,Food retailing,10268.2
2018-07-01,2018,7,Jul,Food retailing,10604.4
2018-08-01,2018,8,Aug,Food retailing,10852.2
2018-09-01,2018,9,Sep,Food retailing,10713.8
2018-10-01,2018,10,Oct,Food retailing,11126.1
2018-11-01,2018,11,Nov,Food retailing,11214.7
2018-12-01,2018,12,Dec,Food retailing,13037.6
2019-01-01,2019,1,Jan,Food retailing,11253.8
2019-02-01,2019,2,Feb,Food retailing,10308.6
2019-03-01,2019,3,Mar,Food retailing,11405.1
2019-04-01,2019,4,Apr,Food retailing,10964.8
2019-05-01,2019,5,May,Food retailing,11024.2
2019-06-01,2019,6,Jun,Food retailing,10587.6
2019-07-01,2019,7,Jul,Food retailing,10950.7
2019-08-01,2019,8,Aug,Food retailing,11296.5
2019-09-01,2019,9,Sep,Food retailing,10949.5
2019-10-01,2019,10,Oct,Food retailing,11569.3
2019-11-01,2019,11,Nov,Food retailing,11648.2
2019-12-01,2019,12,Dec,Food retailing,13310.8
2020-01-01,2020,1,Jan,Food retailing,11574.1
2020-02-01,2020,2,Feb,Food retailing,11072.4
2020-03-01,2020,3,Mar,Food retailing,14319.2
2020-04-01,2020,4,Apr,Food retailing,11662.1
2020-05-01,2020,5,May,Food retailing,12518.8
2020-06-01,2020,6,Jun,Food retailing,11952.6
2020-07-01,2020,7,Jul,Food retailing,12697.8
2020-08-01,2020,8,Aug,Food retailing,12773.5
2020-09-01,2020,9,Sep,Food retailing,12382.0
2020-10-01,2020,10,Oct,Food retailing,13049.3
2020-11-01,2020,11,Nov,Food retailing,12786.8
2020-12-01,2020,12,Dec,Food retailing,14756.9
2021-01-01,2021,1,Jan,Food retailing,12825.2
2021-02-01,2021,2,Feb,Food retailing,11378.5
2021-03-01,2021,3,Mar,Food retailing,12565.1
2021-04-01,2021,4,Apr,Food retailing,12001.6
2021-05-01,2021,5,May,Food retailing,12334.8
2021-06-01,2021,6,Jun,Food retailing,11949.2
2021-07-01,2021,7,Jul,Food retailing,12811.6
2021-08-01,2021,8,Aug,Food retailing,12994.5
2021-09-01,2021,9,Sep,Food retailing,12768.9
2021-10-01,2021,10,Oct,Food retailing,13259.0
2021-11-01,2021,11,Nov,Food retailing,12722.8
2021-12-01,2021,12,Dec,Food retailing,15255.2
2022-01-01,2022,1,Jan,Food retailing,13372.0
2022-02-01,2022,2,Feb,Food retailing,11886.0
2022-03-01,2022,3,Mar,Food retailing,13090.0
2022-04-01,2022,4,Apr,Food retailing,13070.3
2022-05-01,2022,5,May,Food retailing,12932.2
2022-06-01,2022,6,Jun,Food retailing,12499.6
2022-07-01,2022,7,Jul,Food retailing,13205.7
2022-08-01,2022,8,Aug,Food retailing,13310.4
2022-09-01,2022,9,Sep,Food retailing,13328.8
2022-10-01,2022,10,Oct,Food retailing,13930.9
2022-11-01,2022,11,Nov,Food retailing,13839.2
2022-12-01,2022,12,Dec,Food retailing,16471.7
2023-01-01,2023,1,Jan,Food retailing,13919.6
2023-02-01,2023,2,Feb,Food retailing,12838.4
2023-03-01,2023,3,Mar,Food retailing,14199.2
2023-04-01,2023,4,Apr,Food retailing,13806.0
